adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor
valhallavägen 22 a,2060,2.0,3 150 000, 20 april 2021,7,112 500,ostermalm,28 , 2,5
grevgatan 28,3029,3.0,9 200 000, 20 april 2021,23,126 027,ostermalm,73 , 2,
ruddammsbacken 28,4550,3.0,7 800 000, 20 april 2021,12,90 698,ostermalm,86 ," 3,5",
grev magnigatan 12,4201,,13 805 000, 20 april 2021,17,148 441,ostermalm,93 , 3,
banérgatan 25,2537,3.0,13 250 000, 20 april 2021,6,123 832,ostermalm,107 , 4,2
lill-jans plan 6,4907,3.0,13 850 000, 20 april 2021,7,131 905,ostermalm,105 , 4,
odengatan 4,3062,,15 550 000, 20 april 2021,21,158 673,ostermalm,98 , 3,4
nybrogatan 66 ö.g.,1187,3.0,5 760 000, 20 april 2021,21,140 488,ostermalm,41 , 2,
frejgatan 5,2902,1.0,9 715 000, 20 april 2021,22,124 551,ostermalm,78 , 3,
skeppargatan 22,3992,1.0,15 800 000, 20 april 2021,7,142 342,ostermalm,111 + 4 , 4,
körsbärsvägen 10,1608,3.0,3 500 000, 19 april 2021,17,100 000,ostermalm,35 , 2,3
birger jarlsgatan 120b,1465,3.0,6 250 000, 19 april 2021,14,100 806,ostermalm,62 , 3,2
grev turegatan 8b,3790,3.0,19 750 000, 19 april 2021,4,127 419,ostermalm,155 , 5,
storgatan 12 a,2975,1.0,12 100 000, 19 april 2021,3,128 723,ostermalm,94 + 5 , 3,
runebergsgatan 9,3121,2.0,11 500 000, 19 april 2021,11,138 554,ostermalm,83 , 3,
fryxellsgatan 3,4426,,13 600 000, 18 april 2021,13,119 298,ostermalm,114 , 4,
sibyllegatan 19a,2208,,6 350 000, 18 april 2021,2,132 292,ostermalm,48 , 2,
banérgatan 50,3925,3.0,8 300 000, 16 april 2021,14,110 667,ostermalm,75 , 3,
grev magnigatan 15 b,3109,2.0,9 350 000, 16 april 2021,11,135 507,ostermalm,69 ," 2,5",3
nybergsgatan 2,1610,3.0,11 000 000, 16 april 2021,18,150 685,ostermalm,73 , 3,2
brahegatan 7d,9061,3.0,22 500 000, 16 april 2021,-6,138 889,ostermalm,162 , 4,
birger jarlsgatan 106 a,1870,,6 200 000, 16 april 2021,4,98 413,ostermalm,63 ," 1,5",
grev magnigatan 12,4234,3.0,14 000 000, 16 april 2021,9,150 538,ostermalm,93 , 3,
danderydsgatan 28a,1446,1.0,4 250 000, 16 april 2021,6,125 000,ostermalm,34 , 1,
danderydsgatan 27,4764,3.0,8 450 000, 15 april 2021,6,106 962,ostermalm,79 , 3,
grevgatan 23,2478,1.0,8 825 000, 15 april 2021,29,160 455,ostermalm,55 , 2,3
eriksbergsgatan 1b,4852,3.0,22 500 000, 15 april 2021,25,155 172,ostermalm,145 , 5,
valhallavägen 61,1356,,2 950 000, 15 april 2021,18,134 091,ostermalm,22 , 1,
birger jarlsgatan 46 b,2029,2.0,7 200 000, 14 april 2021,3,107 463,ostermalm,67 , 2,1
stureparken 5a,701,2.0,3 050 000, 14 april 2021,2,160 526,ostermalm,19 , 1,1
birger jarlsgatan 104o,3437,,3 900 000, 14 april 2021,3,78 000,ostermalm,50 , 2,
sibyllegatan 29,1571,3.0,4 600 000, 14 april 2021,2,122 667,ostermalm,"37,5 "," 1,5",
kommendörsgatan 25,6300,,19 600 000, 14 april 2021,6,135 172,ostermalm,145 , 5,
sibyllegatan 22,756,3.0,3 810 000, 14 april 2021,27,146 538,ostermalm,26 , 1,
valhallavägen 48,6175,3.0,15 025 000, 14 april 2021,20,109 672,ostermalm,137 , 5,3
jungfrugatan 36,1583,2.0,4 955 000, 13 april 2021,24,137 639,ostermalm,36 , 2,2
riddargatan 49a,1825,1.0,9 060 000, 13 april 2021,9,131 304,ostermalm,69 , 3,2
skeppargatan 52a,1711,,4 800 000, 13 april 2021,10,126 316,ostermalm,38 , 2,
brahegatan 28,2559,3.0,7 350 000, 13 april 2021,23,138 679,ostermalm,53 , 2,
kaptensgatan 7a,1856,,6 500 000, 12 april 2021,10,144 444,ostermalm,45 , 2,
danderydsgatan 28b,2403,1.0,7 700 000, 12 april 2021,13,124 194,ostermalm,62 , 2,
nybrogatan 42,1426,2.0,7 300 000, 12 april 2021,12,135 185,ostermalm,54 , 2,2
iversonsgatan 6,1366,,3 000 000, 12 april 2021,9,111 111,ostermalm,27 , 1,
styrmansgatan 14 b,2324,3.0,9 450 000, 12 april 2021,22,152 419,ostermalm,62 , 2,3
skeppargatan 58,2627,3.0,9 200 000, 11 april 2021,27,137 313,ostermalm,67 , 3,3
eriksbergsgatan 16,3470,3.0,17 750 000, 11 april 2021,19,146 694,ostermalm,121 , 4,
nybrogatan 19,6137,3.0,55 000 000, 10 april 2021,±0,273 632,ostermalm,201 , 6,
skeppargatan 21,0,3.0,15 500 000, 10 april 2021,19,163 158,ostermalm,95 , 3,
valhallavägen 69,1844,2.0,2 740 000, 10 april 2021,14,101 481,ostermalm,27 , 1,
birger jarlsgatan 104b,2233,,3 525 000, 9 april 2021,14,113 710,ostermalm,31 , 1,
stickelbärsvägen 8,2447,,3 825 000, 9 april 2021,9,83 152,ostermalm,46 , 2,
skeppargatan 41,3390,3.0,15 600 000, 9 april 2021,12,122 257,ostermalm,"127,6 ", 5,
jungfrugatan 52,3479,,10 200 000, 8 april 2021,16,143 662,ostermalm,71 , 3,
valhallavägen 42,2784,3.0,6 500 000, 7 april 2021,18,104 839,ostermalm,62 , 2,2
östermalmsgatan 68,1169,,3 400 000, 7 april 2021,22,121 429,ostermalm,28 , 1,1
linnégatan 94,1718,2.0,4 500 000, 7 april 2021,16,140 625,ostermalm,32 , 2,4
engelbrektsgatan 33b,2711,3.0,8 000 000, 6 april 2021,7,135 135,ostermalm,"59,2 ", 2,
nybrogatan 38 b ög,1852,1.0,6 310 000, 6 april 2021,15,140 222,ostermalm,45 , 2,
valhallavägen 49,1443,2.0,3 300 000, 2 april 2021,18,110 000,ostermalm,30 , 1,1
banérgatan 48,3324,,7 200 000, 2 april 2021,4,104 348,ostermalm,69 , 3,
runebergsgatan 6a,2200,,6 550 000, 1 april 2021,9,114 912,ostermalm,57 , 2,4
grev magnigatan 10a,2853,3.0,6 000 000, 1 april 2021,-6,115 385,ostermalm,52 , 2,
östermalmsgatan 43,4287,3.0,13 800 000, 1 april 2021,6,124 324,ostermalm,111 , 4,
valhallavägen 48,5639,3.0,14 350 000, 1 april 2021,20,118 595,ostermalm,121 , 5,
valhallavägen 154,2112,3.0,10 050 000, 31 mars 2021,6,92 202,ostermalm,109 , 3,
skeppargatan 56,1031,2.0,3 250 000, 31 mars 2021,14,125 000,ostermalm,26 , 1,
nybrogatan 54,1930,2.0,4 800 000, 31 mars 2021,13,133 333,ostermalm,36 , 2,3
jungfrugatan 41 a,962,,3 150 000, 31 mars 2021,13,126 000,ostermalm,25 , 1,
styrmansgatan 35,1332,2.0,2 810 000, 31 mars 2021,17,133 810,ostermalm,21 , 1,4
valhallavägen 174,1961,3.0,4 250 000, 31 mars 2021,18,103 659,ostermalm,41 , 2,3
artillerigatan 29,1372,2.0,3 500 000, 31 mars 2021,17,134 615,ostermalm,26 , 1,4
artillerigatan 65 - vindsvåning,4049,3.0,12 800 000, 31 mars 2021,8,157 635,ostermalm,"81,2 ", 3,
regeringsgatan 70 e,2714,2.0,6 300 000, 30 mars 2021,5,92 647,ostermalm,68 , 3,
almlöfsgatan 3,1889,2.0,6 800 000, 30 mars 2021,5,119 298,ostermalm,57 , 2,5
storgatan 32,2972,2.0,6 150 000, 30 mars 2021,13,136 667,ostermalm,45 , 2,4
grevgatan 56,1408,3.0,4 100 000, 30 mars 2021,21,120 588,ostermalm,34 , 2,
runebergsgatan 11,7923,3.0,31 500 000, 30 mars 2021,13,131 250,ostermalm,240 , 7,
östermalmsgatan 62,2081,3.0,8 250 000, 30 mars 2021,18,130 952,ostermalm,63 , 2,
breitenfeldsgatan 8,2255,,7 200 000, 30 mars 2021,4,128 571,ostermalm,56 , 2,
engelbrektsgatan 4,3873,2.0,18 100 000, 29 mars 2021,10,136 090,ostermalm,133 , 4,3
östermalmsgatan 68a,2088,3.0,6 875 000, 29 mars 2021,24,137 500,ostermalm,50 , 2,
sibyllegatan 43 a,123,,2 600 000, 28 mars 2021,9,152 941,ostermalm,17 , 1,
ulrikagatan 11,6581,,65 000 000, 28 mars 2021,8,217 391,ostermalm,299 , 8,
skeppargatan 51,2811,3.0,10 000 000, 28 mars 2021,26,166 667,ostermalm,60 ," 2,5",
brahegatan 12,2585,3.0,6 425 000, 26 mars 2021,±0,118 981,ostermalm,54 , 2,
breitenfeldsgatan 7,1499,1.0,4 775 000, 26 mars 2021,20,129 054,ostermalm,37 , 2,3
karlaplan 19b,2892,3.0,8 800 000, 26 mars 2021,9,114 286,ostermalm,77 , 3,6
jungfrugatan 52,3234,,7 650 000, 26 mars 2021,6,114 179,ostermalm,67 , 2,
sibyllegatan 22,750,3.0,3 550 000, 26 mars 2021,19,136 538,ostermalm,26 , 1,
valhallavägen 146 f,3082,3.0,11 100 000, 26 mars 2021,12,118 085,ostermalm,94 , 4,
valhallavägen 22a,4223,2.0,9 000 000, 25 mars 2021,-1,96 774,ostermalm,93 , 3,
valhallavägen 172,1750,3.0,5 650 000, 25 mars 2021,14,117 708,ostermalm,48 , 2,4
odengatan 18b,1998,,8 925 000, 25 mars 2021,±0,112 975,ostermalm,79 , 3,2
valhallavägen 22a,2025,2.0,3 685 000, 25 mars 2021,10,102 361,ostermalm,36 , 2,4
torstenssonsgatan 10a,2501,3.0,11 250 000, 25 mars 2021,26,156 250,ostermalm,72 , 3,
roslagstullsbacken 14,3488,3.0,4 450 000, 24 mars 2021,-3,68 356,ostermalm,"65,1 "," 2,5",
villagatan 24 b,1480,,5 700 000, 24 mars 2021,5,116 327,ostermalm,49 , 2,
breitenfeldsgatan 5,1499,1.0,4 700 000, 24 mars 2021,4,127 027,ostermalm,37 , 2,
linnégatan 31,1154,3.0,4 800 000, 24 mars 2021,22,129 730,ostermalm,37 , 2,
stenbocksgatan 4,2778,,11 450 000, 24 mars 2021,10,127 222,ostermalm,90 , 3,
östermalmsgatan 96,3369,2.0,7 300 000, 24 mars 2021,12,125 862,ostermalm,58 , 2,
grev turegatan 62,1554,3.0,4 400 000, 23 mars 2021,10,118 919,ostermalm,37 , 2,
birger jarlsgatan 106a,1356,2.0,5 350 000, 23 mars 2021,13,118 889,ostermalm,45 , 2,5
östermalmsgatan 49,1602,,3 700 000, 23 mars 2021,6,119 355,ostermalm,31 , 1,
birger jarlsgatan 106b,2535,3.0,9 925 000, 23 mars 2021,17,115 407,ostermalm,86 , 3,2
valhallavägen 131,916,3.0,2 820 000, 23 mars 2021,23,122 609,ostermalm,23 , 1,2
valhallavägen 56,6680,2.0,18 500 000, 23 mars 2021,9,130 282,ostermalm,142 , 5,5
cardellgatan 4,3812,2.0,6 750 000, 22 mars 2021,9,125 000,ostermalm,54 , 2,3
skeppargatan 39 a,3835,,9 200 000, 22 mars 2021,2,94 845,ostermalm,97 , 4,
styrmansgatan 14a,1486,2.0,5 620 000, 22 mars 2021,7,119 574,ostermalm,47 , 2,
grev turegatan 8,2395,3.0,12 850 000, 22 mars 2021,20,151 176,ostermalm,85 , 3,
karlavägen 4,1793,3.0,7 000 000, 22 mars 2021,11,122 807,ostermalm,57 , 2,
birger jarlsgatan 104 e,2997,,4 600 000, 22 mars 2021,8,104 545,ostermalm,44 , 2,4
grevgatan 22,2058,,8 525 000, 22 mars 2021,36,131 154,ostermalm,65 , 3,
wittstocksgatan 3b,1193,2.0,10 550 000, 22 mars 2021,15,114 674,ostermalm,92 , 3,
grev turegatan 50,5149,2.0,23 000 000, 21 mars 2021,18,149 351,ostermalm,154 , 4,
valhallavägen 153,1425,2.0,4 250 000, 21 mars 2021,15,108 974,ostermalm,39 , 2,
sibyllegatan 14,7420,,27 000 000, 21 mars 2021,4,143 617,ostermalm,188 , 7,
linnégatan 92,449,2.0,2 775 000, 21 mars 2021,16,146 053,ostermalm,19 , 1,
kommendörsgatan 8p,3865,2.0,10 300 000, 20 mars 2021,9,119 767,ostermalm,86 , 3,4
kommendörsgatan 42,1650,3.0,9 800 000, 20 mars 2021,3,119 512,ostermalm,82 , 3,
odengatan 12a,1433,1.0,7 500 000, 19 mars 2021,15,119 048,ostermalm,63 , 2,
grevgatan 40,3349,3.0,6 000 000, 19 mars 2021,±0,101 695,ostermalm,59 , 2,
kommendörsgatan 24,1025,,3 400 000, 19 mars 2021,14,130 769,ostermalm,26 , 1,
grev turegatan 24,1387,,7 100 000, 18 mars 2021,9,112 878,ostermalm,"62,9 ", 3,
kommendörsgatan 33 a,1392,2.0,3 000 000, 18 mars 2021,±0,120 000,ostermalm,25 , 1,4
linnégatan 60,4472,2.0,9 025 000, 18 mars 2021,6,115 705,ostermalm,78 , 2,
surbrunnsgatan 11,3105,3.0,9 500 000, 18 mars 2021,16,115 854,ostermalm,82 , 3,
nybrogatan 65,508,3.0,14 700 000, 18 mars 2021,18,151 546,ostermalm,97 , 3,
karlavägen 84 bv,2077,,9 100 000, 18 mars 2021,4,128 169,ostermalm,71 , 3,
linnégatan 94,2291,2.0,4 600 000, 18 mars 2021,10,115 000,ostermalm,40 , 2,
kommendörsgatan 33a,1586,2.0,3 500 000, 17 mars 2021,,116 667,ostermalm,30 , 1,
tyskbagargatan 10,2566,2.0,7 200 000, 17 mars 2021,±0,116 129,ostermalm,62 , 2,
birger jarlsgatan 104b,2938,,4 350 000, 17 mars 2021,9,104 819,ostermalm,"41,5 "," 1,5",3
melodislingan 22,6269,3.0,12 500 000, 17 mars 2021,14,112 613,ostermalm,111 , 4,3
karlavägen 47b,3701,3.0,10 700 000, 17 mars 2021,10,142 667,ostermalm,75 , 3,
rådmansgatan 9,3822,,18 300 000, 17 mars 2021,8,134 559,ostermalm,136 , 4,
grevgatan 42,4506,,11 300 000, 17 mars 2021,10,137 805,ostermalm,82 , 3,
gyllenstiernsgatan 19,4569,3.0,10 600 000, 16 mars 2021,18,113 978,ostermalm,93 , 3,
valhallavägen 146 d,1575,3.0,4 100 000, 16 mars 2021,3,107 895,ostermalm,38 , 2,4
wittstocksgatan 12,2714,3.0,7 650 000, 16 mars 2021,32,144 340,ostermalm,53 , 3,
valhallavägen 172,1417,3.0,4 500 000, 16 mars 2021,13,112 500,ostermalm,40 , 2,
karlavägen 27 b,998,2.0,14 050 000, 16 mars 2021,18,151 075,ostermalm,93 , 3,4
jungfrugatan 19,1501,,5 300 000, 15 mars 2021,6,117 778,ostermalm,45 , 2,
birger jarlsgatan 104d,2644,,3 975 000, 14 mars 2021,21,113 571,ostermalm,35 , 1,
wittstocksgatan 30,1090,3.0,7 500 000, 13 mars 2021,18,131 579,ostermalm,57 , 2,
grevgatan 26 a,2119,1.0,6 200 000, 13 mars 2021,13,116 981,ostermalm,53 , 2,
karlavägen 68,1188,2.0,5 800 000, 13 mars 2021,8,111 538,ostermalm,52 , 2,1
floragatan 7,1013,3.0,3 230 000, 13 mars 2021,20,134 583,ostermalm,24 , 1,3
danderydsgatan 22,3732,2.0,11 100 000, 13 mars 2021,6,124 719,ostermalm,89 , 3,3
valhallavägen 80a,2560,4.0,5 100 000, 12 mars 2021,19,118 605,ostermalm,43 , 2,
melodislingan 34,3623,3.0,5 570 000, 12 mars 2021,-1,113 673,ostermalm,49 , 2,2
surbrunnsgatan 15,1945,,4 900 000, 12 mars 2021,23,122 500,ostermalm,40 , 2,1
styrmansgatan 16b,1888,3.0,3 450 000, 12 mars 2021,10,132 692,ostermalm,26 , 1,
styrmansgatan 23,2347,,6 300 000, 12 mars 2021,27,146 512,ostermalm,43 , 2,
brahegatan 58,2195,2.0,5 600 000, 11 mars 2021,13,130 233,ostermalm,43 , 2,1
nybergsgatan 9,1417,,5 550 000, 11 mars 2021,8,120 652,ostermalm,46 , 2,
jungfrugatan 43b,2033,,7 750 000, 11 mars 2021,12,123 016,ostermalm,63 , 2,
linnégatan 51,1188,,7 600 000, 11 mars 2021,19,120 635,ostermalm,63 , 2,
östermalmsgatan 81,1885,1.0,6 350 000, 11 mars 2021,27,147 674,ostermalm,43 , 2,
surbrunnsgatan 15,1945,,4 400 000, 10 mars 2021,,110 000,ostermalm,40 , 1,
valhallavägen 67,2370,3.0,4 850 000, 10 mars 2021,13,97 000,ostermalm,50 , 2,
karlavägen 54,628,3.0,3 930 000, 10 mars 2021,16,140 357,ostermalm,28 , 1,6
birger jarlsgatan 104 f,2821,2.0,4 700 000, 10 mars 2021,18,117 500,ostermalm,40 , 2,
ingemarsgatan 1b,1861,3.0,6 300 000, 10 mars 2021,15,84 791,ostermalm,"74,3 ", 3,
danderydsgatan 28a,1478,1.0,4 225 000, 10 mars 2021,8,120 714,ostermalm,35 , 1,4
valhallavägen 160,1621,2.0,4 000 000, 10 mars 2021,14,108 108,ostermalm,37 , 1,
östermalmsgatan 34 a,547,4.0,6 050 000, 10 mars 2021,14,118 627,ostermalm,51 , 2,
artillerigatan 33,1805,2.0,4 630 000, 10 mars 2021,16,121 842,ostermalm,38 ," 1,5",
karlavägen 61,3905,3.0,23 010 000, 10 mars 2021,±0,127 127,ostermalm,181 + 20 , 5,
lützengatan 5 a,3801,3.0,17 000 000, 10 mars 2021,±0,175 258,ostermalm,97 , 3,
banérgatan 23,3209,3.0,13 200 000, 10 mars 2021,4,117 857,ostermalm,112 , 4,
valhallavägen 65,2566,2.0,3 860 000, 9 mars 2021,10,83 913,ostermalm,46 , 2,1
valhallavägen 160,2343,2.0,6 400 000, 9 mars 2021,16,110 345,ostermalm,58 , 2,
birger jarlsgatan 120,899,2.0,3 700 000, 9 mars 2021,7,102 778,ostermalm,36 , 1,6
nybrogatan 54,1616,2.0,4 225 000, 9 mars 2021,18,140 833,ostermalm,30 , 2,
brahegatan 37,3178,3.0,7 150 000, 9 mars 2021,10,125 439,ostermalm,57 , 2,
nybrogatan 81,1487,2.0,6 250 000, 8 mars 2021,20,127 551,ostermalm,49 , 2,2
östermalmsgatan 78,2655,4.0,6 300 000, 5 mars 2021,5,116 667,ostermalm,54 ," 2,5",
ruddammsbacken 28,4279,2.0,7 600 000, 5 mars 2021,9,93 827,ostermalm,81 , 3,
surbrunnsgatan 8,4794,3.0,11 450 000, 5 mars 2021,28,113 366,ostermalm,101 , 4,2
nybergsgatan 9,1789,,6 100 000, 5 mars 2021,±0,115 094,ostermalm,53 , 2,
tyskbagargatan 7,1745,2.0,4 820 000, 4 mars 2021,21,114 762,ostermalm,42 , 2,
floragatan 7,1013,3.0,3 300 000, 4 mars 2021,22,137 500,ostermalm,24 , 1,
valhallavägen 100,7154,1.0,26 200 000, 4 mars 2021,25,129 703,ostermalm,202 , 5,2
karlavägen 54,814,2.0,4 650 000, 4 mars 2021,24,125 676,ostermalm,37 , 1,
birger jarlsgatan 72,1384,2.0,5 350 000, 3 mars 2021,14,121 591,ostermalm,44 , 2,6
skeppargatan 58,2195,2.0,6 370 000, 3 mars 2021,6,106 167,ostermalm,60 , 2,
breitenfeldsgatan 3,2382,1.0,8 300 000, 3 mars 2021,19,148 214,ostermalm,56 ," 2,5",
sturegatan 12a - med tillhörande garageplats,794,,6 500 000, 3 mars 2021,±0,135 417,ostermalm,48 , 2,
sibyllegatan 11,6423,3.0,19 700 000, 2 mars 2021,6,141 727,ostermalm,139 , 3,
valhallavägen 104,3905,3.0,12 050 000, 2 mars 2021,±0,135 393,ostermalm,89 , 3,
östermalmsgatan 68c,1962,,6 000 000, 2 mars 2021,21,127 660,ostermalm,47 , 2,
kommendörsgatan 33a,1337,2.0,3 700 000, 2 mars 2021,24,154 167,ostermalm,24 , 1,
ruddammsbacken 28,3846,2.0,6 100 000, 1 mars 2021,5,85 915,ostermalm,71 , 3,
birger jarlsgatan 96,1329,2.0,6 975 000, 1 mars 2021,27,122 368,ostermalm,57 , 2,2
banérgatan 17a,2848,1.0,8 000 000, 27 februari 2021,±0,121 212,ostermalm,66 , 3,
danderydsgatan 28b,2439,1.0,7 400 000, 26 februari 2021,15,117 460,ostermalm,63 , 2,
valhallavägen 160,6032,,18 300 000, 26 februari 2021,-3,114 375,ostermalm,160 , 6,
stickelbärsvägen 5,2541,,3 700 000, 25 februari 2021,6,77 083,ostermalm,48 , 2,
valhallavägen 174,1952,3.0,4 585 000, 25 februari 2021,21,114 625,ostermalm,40 , 2,6
brahegatan 58,1123,2.0,2 810 000, 24 februari 2021,13,127 727,ostermalm,22 , 1,3
cardellgatan 4,3141,2.0,5 750 000, 24 februari 2021,5,129 213,ostermalm,"44,5 ", 2,2
linnégatan 20,1705,2.0,3 525 000, 24 februari 2021,18,120 719,ostermalm,"29,2 ", 1,2
rådmansgatan 25 b,2930,3.0,14 600 000, 24 februari 2021,9,135 185,ostermalm,108 , 4,5
oxenstiernsgatan 35,2185,3.0,4 150 000, 24 februari 2021,9,98 810,ostermalm,42 , 2,
gyllenstiernsgatan 18,3583,3.0,7 300 000, 24 februari 2021,12,104 286,ostermalm,70 , 3,
linnégatan 63,2086,2.0,7 000 000, 24 februari 2021,10,116 667,ostermalm,60 ," 2,5",
sibyllegatan 31,882,2.0,3 525 000, 24 februari 2021,18,125 893,ostermalm,28 , 1,5
jungfrugatan 43a,1929,,7 100 000, 23 februari 2021,9,120 339,ostermalm,59 , 2,2
grevgatan 47,510,2.0,2 850 000, 23 februari 2021,14,158 333,ostermalm,18 , 1,
banérgatan 50,1895,3.0,3 600 000, 23 februari 2021,±0,90 000,ostermalm,40 , 1,
brahegatan 7b,6915,3.0,14 600 000, 23 februari 2021,-2,129 204,ostermalm,113 , 4,
styrmansgatan 16 b,2070,,4 300 000, 22 februari 2021,23,134 375,ostermalm,32 , 1,3
eriksbergsgatan 12a,1622,,8 800 000, 22 februari 2021,26,176 000,ostermalm,50 , 2,
gyllenstiernsgatan 18,4274,2.0,8 250 000, 22 februari 2021,3,98 802,ostermalm,"83,5 ", 4,
birger jarlsgatan 104l,2997,,4 660 000, 21 februari 2021,9,108 372,ostermalm,43 , 2,4
riddargatan 54 a,1555,,5 900 000, 21 februari 2021,7,120 408,ostermalm,49 , 2,
banérgatan 25 a,604,2.0,3 300 000, 20 februari 2021,10,132 000,ostermalm,25 , 1,2
skeppargatan 51,5501,3.0,15 650 000, 20 februari 2021,12,130 417,ostermalm,120 , 5,6
cardellgatan 3,4420,4.0,7 850 000, 19 februari 2021,5,105 129,ostermalm,"74,7 ", 3,
linnégatan 39 a,3802,2.0,8 700 000, 19 februari 2021,3,116 000,ostermalm,75 , 3,
körsbärsvägen 6,3415,3.0,4 700 000, 19 februari 2021,18,87 037,ostermalm,54 , 3,
valhallavägen 148d,3085,2.0,8 700 000, 19 februari 2021,12,110 127,ostermalm,79 , 3,2
linnégatan 39b,4803,,12 900 000, 19 februari 2021,8,134 375,ostermalm,96 , 3,
skeppargatan 21,0,3.0,14 200 000, 19 februari 2021,21,149 474,ostermalm,95 , 4,
danderydsgatan 23,5712,3.0,12 550 000, 18 februari 2021,16,117 290,ostermalm,107 , 4,
birger jarlsgatan 104c,2292,,3 400 000, 18 februari 2021,±0,106 250,ostermalm,32 , 1,
valhallavägen 36,2348,2.0,6 500 000, 18 februari 2021,9,92 857,ostermalm,70 , 2,
nybrogatan 57a,5577,3.0,14 600 000, 18 februari 2021,5,125 862,ostermalm,116 , 4,
wittstocksgatan 3c,1030,2.0,10 450 000, 18 februari 2021,25,133 974,ostermalm,78 , 3,
grevgatan 56,4541,3.0,16 900 000, 18 februari 2021,±0,130 000,ostermalm,130 , 5,
surbrunnsgatan 9,3262,,12 500 000, 18 februari 2021,15,152 439,ostermalm,82 + 9 , 3,
banérgatan 23,3297,3.0,13 050 000, 18 februari 2021,3,116 518,ostermalm,112 , 4,7
birger jarlsgatan 48,5990,3.0,24 000 000, 17 februari 2021,20,121 212,ostermalm,198 , 6,
valhallavägen 22c,2068,2.0,4 000 000, 17 februari 2021,18,111 111,ostermalm,36 , 2,2
jungfrugatan 43b,1541,,4 700 000, 17 februari 2021,8,106 818,ostermalm,44 , 2,
banérgatan 50,1695,3.0,3 590 000, 17 februari 2021,±0,102 571,ostermalm,35 , 1,0904
nybrogatan 83,1936,2.0,8 075 000, 17 februari 2021,16,130 242,ostermalm,62 , 2,
tyskbagargatan 10,2493,2.0,7 900 000, 16 februari 2021,17,143 636,ostermalm,55 , 2,3
birger jarlsgatan 104l,2292,,3 150 000, 16 februari 2021,15,101 613,ostermalm,31 , 1,
birger jarlsgatan 104f,2644,3.0,4 100 000, 16 februari 2021,17,117 143,ostermalm,35 ," 1,5",2
birger jarlsgatan 104k,2938,,4 630 000, 16 februari 2021,5,102 889,ostermalm,45 , 2,
storgatan 56a,1163,2.0,3 075 000, 16 februari 2021,3,123 000,ostermalm,25 , 1,
banérgatan 50,1795,3.0,3 925 000, 16 februari 2021,31,103 289,ostermalm,38 , 1,0903
skeppargatan 29a,2240,1.0,9 075 000, 16 februari 2021,15,129 643,ostermalm,70 , 2,
odengatan 18,3807,1.0,20 300 000, 16 februari 2021,7,134 437,ostermalm,151 + 18 , 5,
artillerigatan 33,3290,2.0,8 500 000, 16 februari 2021,7,113 333,ostermalm,75 ," 3,5",1
linnégatan 94,1718,,3 950 000, 16 februari 2021,32,136 207,ostermalm,29 , 2,
nybrogatan 50,814,3.0,4 750 000, 16 februari 2021,20,128 378,ostermalm,37 , 2,4
skeppargatan 7,1859,,4 700 000, 15 februari 2021,7,114 634,ostermalm,41 , 1,
grev magnigatan 3a,1667,3.0,8 300 000, 15 februari 2021,19,153 704,ostermalm,54 , 2,
valhallavägen 146 c,3596,3.0,8 600 000, 12 februari 2021,-4,91 489,ostermalm,94 , 3,4
brahegatan 37,2138,2.0,4 600 000, 12 februari 2021,-4,124 324,ostermalm,37 , 2,
nybrogatan 76,4314,,13 850 000, 12 februari 2021,±0,115 417,ostermalm,120 , 4,
karlavägen 54,628,2.0,3 150 000, 12 februari 2021,5,112 500,ostermalm,28 , 1,
styrmansgatan 16b,1948,3.0,4 000 000, 11 februari 2021,34,142 857,ostermalm,28 , 1,
valhallavägen 69,2379,2.0,4 325 000, 11 februari 2021,17,102 976,ostermalm,42 , 2,4
körsbärsvägen 6,2183,3.0,3 450 000, 10 februari 2021,15,90 789,ostermalm,38 , 2,
birger jarlsgatan 104 k,2938,,4 600 000, 10 februari 2021,19,102 222,ostermalm,45 , 2,2
jungfrugatan 33,1411,3.0,4 150 000, 10 februari 2021,15,125 758,ostermalm,33 ," 1,5",
jungfrugatan 52,3479,3.0,8 250 000, 9 februari 2021,7,116 197,ostermalm,71 ," 2,5",3
brahegatan 7d,2146,2.0,4 525 000, 8 februari 2021,22,125 694,ostermalm,36 , 2,
brahegatan 7b,7794,,17 700 000, 8 februari 2021,-1,138 281,ostermalm,128 , 4,
nybergsgatan 6b,1637,,5 400 000, 8 februari 2021,9,120 000,ostermalm,45 , 3,
jungfrugatan 19,2368,2.0,8 520 000, 7 februari 2021,10,120 000,ostermalm,71 , 3,
gumshornsgatan 12,1546,2.0,3 300 000, 6 februari 2021,14,126 923,ostermalm,26 , 1,
valhallavägen 152c,3084,3.0,8 150 000, 5 februari 2021,5,103 165,ostermalm,79 , 3,
valhallavägen 40,4452,,12 100 000, 5 februari 2021,11,106 140,ostermalm,114 , 4,5
gyllenstiernsgatan 18,4488,3.0,8 800 000, 5 februari 2021,11,102 326,ostermalm,86 , 3,5
sibyllegatan 44,8723,,24 500 000, 5 februari 2021,17,132 432,ostermalm,185 , 6,
valhallavägen 172,1665,3.0,4 650 000, 4 februari 2021,11,96 875,ostermalm,48 , 2,
riddargatan 29a,1007,,3 950 000, 4 februari 2021,17,131 667,ostermalm,30 , 1,
