,adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor,Latitude,Longitude,NearbyPOIs
4778,karlavägen 82,1554,,5500000, 10 november 2020,11,141026,ostermalm,39,2,,59.33700101641311,18.09173583984375,44.0
4779,artillerigatan 75,1465,2.0,4550000, 10 november 2020,15,122973,ostermalm,37,2,4.0,59.34085278349814,18.08555603027344,43.0
4780,narvavägen 8,9590,3.0,36000000, 10 november 2020,-3,133829,ostermalm,269,8,,59.333849245729375,18.09242248535156,43.0
4781,östermalmsgatan 62,1894,2.0,6600000, 10 november 2020,17,124528,ostermalm,53,2,,59.34120292248412,18.079376220703125,69.0
4782,valhallavägen 34,3394,3.0,10850000, 9 november 2020,±0,110714,ostermalm,98,4,,59.348204944223866,18.06358337402344,51.0
4783,ruddammsbacken 28,2546,3.0,4100000, 9 november 2020,5,89130,ostermalm,46,2,3.0,59.35135538300793,18.05946350097656,22.0
4784,wittstocksgatan 3c,759,3.0,8000000, 9 november 2020,21,135593,ostermalm,59,2,,59.3387518737797,18.093795776367188,42.0
4785,skeppargatan 6a,1798,2.0,5700000, 9 november 2020,6,118750,ostermalm,48,2,,59.33209813566427,18.08212280273437,75.0
4786,grevgatan 22,982,,4200000, 9 november 2020,5,135484,ostermalm,31,2,,59.33349903093664,18.084869384765625,57.0
4787,styrmansgatan 7,1108,2.0,4250000, 8 november 2020,±0,132813,ostermalm,32,1,,59.332448364897616,18.084869384765625,46.0
4788,valhallavägen 174,1933,3.0,3700000, 6 november 2020,9,92500,ostermalm,40,1,,59.3387518737797,18.09722900390625,18.0
4789,lützengatan 1,915,,9500000, 6 november 2020,-4,153226,ostermalm,62,2,,59.33805154166247,18.09173583984375,47.0
4790,lützengatan 1,903,3.0,11100000, 6 november 2020,35,201818,ostermalm,55,2,,59.33805154166247,18.09173583984375,47.0
4791,danderydsgatan 30a,4044,3.0,11800000, 6 november 2020,3,108257,ostermalm,109,3,3.0,59.34470411382097,18.071823120117188,25.0
4792,valhallavägen 160,1767,2.0,4750000, 5 november 2020,11,118750,ostermalm,40,2,5.0,59.33945219145792,18.09516906738281,36.0
4793,ulrikagatan 7,4244,3.0,22000000, 5 november 2020,23,189655,ostermalm,116,3,,59.33349903093664,18.095855712890625,26.0
4794,storgatan 48,1341,3.0,6300000, 5 november 2020,17,150000,ostermalm,42,2,,59.33314881253376,18.09173583984375,40.0
4795,valhallavägen 34,3356,3.0,11100000, 5 november 2020,12,115625,ostermalm,96,4,4.0,59.348204944223866,18.06358337402344,51.0
4796,ruddammsbacken 28,2275,3.0,3700000, 4 november 2020,12,88095,ostermalm,42,2,,59.35135538300793,18.05946350097656,22.0
4797,östermalmsgatan 67,1279,,4100000, 4 november 2020,11,124242,ostermalm,33,2,,59.34120292248412,18.08143615722656,63.0
4798,lill-jans plan 1,4673,,19000000, 4 november 2020,-5,119497,ostermalm,159,4,,59.344354010929706,18.072509765625,27.0
4799,valhallavägen 80,5888,3.0,10600000, 3 november 2020,9,117778,ostermalm,90,3,3.0,59.34505421310287,18.072509765625,26.0
4800,valhallavägen 152b,3604,3.0,9350000, 3 november 2020,4,99468,ostermalm,94,4,,59.33945219145792,18.09242248535156,46.0
4801,östermalmsgatan 75,2693,1.0,5950000, 3 november 2020,9,119000,ostermalm,50,2,,59.34085278349814,18.082809448242188,60.0
4802,grevgatan 22,5098,1.0,18900000, 3 november 2020,12,118125,ostermalm,160,5,,59.33349903093664,18.084869384765625,57.0
4803,grev turegatan 60,1113,,5200000, 3 november 2020,16,113043,ostermalm,46,2,,59.340152494697335,18.079376220703125,101.0
4804,iversonsgatan 6,2981,2.0,9950000, 3 november 2020,8,124375,ostermalm,80,4,4.0,59.33945219145792,18.069076538085938,140.0
4805,valhallavägen 152b,1928,3.0,5000000, 2 november 2020,±0,104167,ostermalm,48,2,,59.33945219145792,18.09242248535156,46.0
4806,kaptensgatan 15a,2109,3.0,5510000, 2 november 2020,±0,110200,ostermalm,50,2,,59.33279859052077,18.082809448242188,61.0
4807,karlaplan 19 a,3604,3.0,9600000, 2 november 2020,7,102128,ostermalm,94,3,4.0,59.33945219145792,18.091049194335938,43.0
4808,strandvägen 19,1255,2.0,8900000, 2 november 2020,2,197778,ostermalm,45,2,,59.33174790282072,18.08418273925781,41.0
4809,grevgatan 25,5621,3.0,16750000, 31 oktober 2020,-1,111667,ostermalm,150,4,1.0,59.33419945691206,18.084869384765625,64.0
4810,styrmansgatan 13,2725,,4550000, 30 oktober 2020,14,119737,ostermalm,38,2,4.0,59.33314881253376,18.08555603027344,46.0
4811,drottning kristinas väg 11,1757,3.0,4300000, 29 oktober 2020,9,95556,ostermalm,45,2,,59.34680465537325,18.071823120117188,22.0
4812,skeppargatan 84,4264,3.0,15000000, 29 oktober 2020,20,117188,ostermalm,128,4,,59.34050264090254,18.088302612304688,51.0
4813,kommendörsgatan 19,4376,2.0,12800000, 29 oktober 2020,-1,112281,ostermalm,114,4,,59.33840170952597,18.08074951171875,120.0
4814,storgatan 30 a,1634,,6350000, 28 oktober 2020,6,115455,ostermalm,55,2,,59.333849245729375,18.086929321289062,53.0
4815,artillerigatan 43,2762,2.0,5800000, 28 oktober 2020,2,101754,ostermalm,57,2,,59.33700101641311,18.082809448242188,88.0
4816,runebergsgatan 11,2170,2.0,5700000, 28 oktober 2020,8,116327,ostermalm,49,2,,59.34120292248412,18.06976318359375,59.0
4817,valhallavägen 38,3824,3.0,6840000, 28 oktober 2020,14,92432,ostermalm,74,3,1.0,59.34785487742492,18.06358337402344,53.0
4818,nybrogatan 63,2662,,30100000, 28 oktober 2020,8,130303,ostermalm,231,7,,59.33910203442368,18.080062866210938,109.0
4819,ulrikagatan 5,1645,3.0,7050000, 28 oktober 2020,8,160227,ostermalm,44,2,,59.33349903093664,18.09516906738281,33.0
4820,linnégatan 51,1149,3.0,6350000, 28 oktober 2020,12,113393,ostermalm,56,2,3.0,59.33630064819755,18.084869384765625,70.0
4821,floragatan 11,353,2.0,3525000, 28 oktober 2020,28,185526,ostermalm,19,1,6.0,59.34260344233248,18.07525634765625,27.0
4822,riddargatan 38 a,1437,,5040000, 28 oktober 2020,±0,114545,ostermalm,44,2,,59.33279859052077,18.082809448242188,61.0
4823,almlöfsgatan 3,2583,3.0,8800000, 28 oktober 2020,-7,115789,ostermalm,76,4,,59.33349903093664,18.0780029296875,178.0
4824,linnégatan 65,4300,3.0,7100000, 27 oktober 2020,-5,100000,ostermalm,71,3,,59.3359504586749,18.086929321289062,55.0
4825,rådmansgatan 19,1083,2.0,3200000, 27 oktober 2020,7,110345,ostermalm,29,1,,59.34260344233248,18.066329956054688,72.0
4826,valhallavägen 52,1124,2.0,3950000, 27 oktober 2020,±0,91860,ostermalm,43,2,,59.34715473299961,18.065643310546875,42.0
4827,rådmansgatan 25 a,2971,3.0,16000000, 27 oktober 2020,15,144144,ostermalm,111,4,5.0,59.34260344233248,18.065643310546875,89.0
4828,eriksbergsgatan 12,3233,3.0,11600000, 27 oktober 2020,±0,111538,ostermalm,104,3,2.0,59.34050264090254,18.069076538085938,94.0
4829,karlaplan 18,5500,3.0,24750000, 27 oktober 2020,-1,113014,ostermalm,219,6,,59.33840170952597,18.09173583984375,49.0
4830,taptogatan 4,2000,,2500000, 27 oktober 2020,6,52083,ostermalm,48,1,,59.33665083411027,18.100662231445312,15.0
4831,grev magnigatan 17c ö.g.,1897,1.0,7500000, 26 oktober 2020,1,120968,ostermalm,62,2,,59.33349903093664,18.087615966796875,52.0
4832,valhallavägen 69,3590,2.0,4950000, 26 oktober 2020,5,64286,ostermalm,77,2,,59.346454574137645,18.06976318359375,32.0
4833,karlaplan 21 c,1565,2.0,4000000, 24 oktober 2020,8,105263,ostermalm,38,2,6.0,59.33910203442368,18.09173583984375,50.0
4834,valhallavägen 146 b,3049,3.0,7795000, 23 oktober 2020,±0,98671,ostermalm,79,3,5.0,59.340152494697335,18.091049194335938,45.0
4835,grev turegatan 64,2005,2.0,3500000, 23 oktober 2020,13,120690,ostermalm,29,1,3.0,59.34050264090254,18.080062866210938,87.0
4836,banérgatan 44,0,3.0,5695000, 23 oktober 2020,±0,113900,ostermalm,50,2,,59.3377013701892,18.095855712890625,26.0
4837,sibyllegatan 42,1900,2.0,3725000, 22 oktober 2020,24,120161,ostermalm,31,1,,59.340152494697335,18.08349609375,66.0
4838,gyllenstiernsgatan 19,954,2.0,2500000, 22 oktober 2020,16,131579,ostermalm,19,1,4.0,59.33805154166247,18.100662231445312,16.0
4839,riddargatan 39,4261,3.0,18300000, 22 oktober 2020,14,123649,ostermalm,148,5,,59.332448364897616,18.08624267578125,38.0
4840,grevgatan 48,1530,2.0,4400000, 22 oktober 2020,11,122222,ostermalm,36,2,,59.33630064819755,18.086929321289062,55.0
4841,nybrogatan 68,1749,2.0,7050000, 22 oktober 2020,18,128182,ostermalm,55,2,,59.34155305786052,18.082809448242188,50.0
4842,storgatan 32,1651,2.0,3175000, 22 oktober 2020,19,127000,ostermalm,25,2,3.0,59.33419945691206,18.087615966796875,55.0
4843,östermalmsgatan 68e,3090,1.0,9000000, 22 oktober 2020,20,121622,ostermalm,74,3,,59.34050264090254,18.08143615722656,80.0
4844,tyskbagargatan 9,1929,2.0,4750000, 22 oktober 2020,±0,115854,ostermalm,41,2,2.0,59.33980234488247,18.08418273925781,59.0
4845,karlavägen 9,3586,3.0,16750000, 22 oktober 2020,5,122263,ostermalm,137,4,,59.344354010929706,18.065643310546875,77.0
4846,jungfrugatan 41 a,2057,,6000000, 22 oktober 2020,±0,93750,ostermalm,64,2,,59.34085278349814,18.084869384765625,45.0
4847,riddargatan 45,6278,3.0,24600000, 22 oktober 2020,7,136667,ostermalm,180,6,,59.332448364897616,18.088302612304688,35.0
4848,danderydsgatan 28a,2349,,7300000, 22 oktober 2020,8,125862,ostermalm,58,2,1.0,59.344354010929706,18.071823120117188,27.0
4849,brahegatan 29,5927,3.0,11100000, 22 oktober 2020,17,106731,ostermalm,104,3,,59.34085278349814,18.0780029296875,72.0
4850,storgatan 32,2508,2.0,4800000, 21 oktober 2020,±0,126316,ostermalm,38,2,,59.33419945691206,18.087615966796875,55.0
4851,skeppargatan 3,3907,3.0,23200000, 21 oktober 2020,17,135673,ostermalm,171,5,,59.33209813566427,18.08143615722656,86.0
4852,värtavägen 4,5630,,15000000, 21 oktober 2020,3,130435,ostermalm,115,4,,59.3387518737797,18.09173583984375,50.0
4853,nybrogatan 73,3212,3.0,20400000, 21 oktober 2020,14,131613,ostermalm,155,4,,59.340152494697335,18.08143615722656,90.0
4854,wittstocksgatan 19,1592,,4600000, 21 oktober 2020,10,97872,ostermalm,47,2,,59.33805154166247,18.09722900390625,16.0
4855,nybergsgatan 11,2334,,5465000, 21 oktober 2020,5,109300,ostermalm,50,2,,59.33735119510607,18.08418273925781,72.0
4856,odengatan 18,1614,1.0,7850000, 20 oktober 2020,21,122656,ostermalm,64,3,2.0,59.34610448929284,18.062896728515625,90.0
4857,grevgatan 53,1236,3.0,8700000, 20 oktober 2020,9,122535,ostermalm,71,3,,59.33700101641311,18.086929321289062,56.0
4858,nybrogatan 68,1300,2.0,5600000, 20 oktober 2020,12,127273,ostermalm,44,2,,59.34155305786052,18.082809448242188,50.0
4859,eriksbergsgatan 26,5119,3.0,14700000, 20 oktober 2020,-1,117600,ostermalm,125,3,,59.34190318962736,18.068389892578125,61.0
4860,engelbrektsgatan 16,4038,,9000000, 20 oktober 2020,1,113924,ostermalm,79,2,,59.34365379431907,18.072509765625,28.0
4861,sibyllegatan 83,2185,1.0,8100000, 19 oktober 2020,8,112500,ostermalm,72,2,,59.34155305786052,18.08418273925781,43.0
4862,floragatan 17a,2125,3.0,7600000, 19 oktober 2020,28,135714,ostermalm,56,2,,59.34330368059963,18.07525634765625,20.0
4863,grev magnigatan 8,3464,2.0,12500000, 19 oktober 2020,-2,132979,ostermalm,94,3,2.0,59.33279859052077,18.087615966796875,44.0
4864,birger jarlsgatan 106 a,1357,2.0,5200000, 17 oktober 2020,24,115556,ostermalm,45,2,4.0,59.34750480701685,18.0615234375,76.0
4865,banérgatan 41,1560,3.0,4950000, 17 oktober 2020,10,120732,ostermalm,41,2,,59.3377013701892,18.09516906738281,34.0
4866,sibyllegatan 33,1749,2.0,5600000, 17 oktober 2020,2,121739,ostermalm,46,2,,59.33665083411027,18.080062866210938,138.0
4867,surbrunnsgatan 17,2312,3.0,11825000, 17 oktober 2020,18,123177,ostermalm,96,4,,59.346454574137645,18.062896728515625,82.0
4868,artillerigatan 26,2736,1.0,8300000, 16 oktober 2020,4,123881,ostermalm,67,3,,59.33454966448465,18.08143615722656,123.0
4869,riddargatan 21,2747,3.0,7800000, 16 oktober 2020,1,113043,ostermalm,69,2,,59.33314881253376,18.082809448242188,65.0
4870,linnégatan 60,4274,3.0,11100000, 15 oktober 2020,24,144156,ostermalm,77,3,2.0,57.69309768495889,11.953125,86.0
4871,eriksbergsgatan 26 bv,2527,2.0,4700000, 15 oktober 2020,-6,87037,ostermalm,54,2,,59.34190318962736,18.068389892578125,61.0
4872,grevgatan 12,2460,3.0,7500000, 15 oktober 2020,9,111940,ostermalm,67,3,,59.33279859052077,18.08418273925781,51.0
4873,sibyllegatan 43,897,3.0,18250000, 15 oktober 2020,-1,127622,ostermalm,143,5,,59.3377013701892,18.08074951171875,128.0
4874,storgatan 30 a,1220,,3700000, 15 oktober 2020,24,115625,ostermalm,32,1,,59.333849245729375,18.086929321289062,53.0
4875,artillerigatan 56,850,3.0,11000000, 15 oktober 2020,11,123596,ostermalm,89,3,,59.33805154166247,18.08418273925781,73.0
4876,östermalmsgatan 67b,2165,,6370000, 15 oktober 2020,7,109828,ostermalm,58,2,,59.34155305786052,18.08143615722656,57.0
4877,riddargatan 60,2265,3.0,9450000, 14 oktober 2020,18,136957,ostermalm,69,3,1.0,59.332448364897616,18.087615966796875,38.0
4878,gumshornsgatan 7,1936,3.0,4250000, 14 oktober 2020,22,132813,ostermalm,32,2,,59.33630064819755,18.0889892578125,49.0
4879,lill-jans plan 3a,2440,3.0,7150000, 14 oktober 2020,3,108333,ostermalm,66,2,,59.34470411382097,18.072509765625,26.0
4880,karlavägen 86,1957,2.0,9000000, 14 oktober 2020,1,120000,ostermalm,75,3,,59.33700101641311,18.09242248535156,44.0
4881,breitenfeldsgatan 5,1443,1.0,4830000, 14 oktober 2020,22,130541,ostermalm,37,2,3.0,59.33910203442368,18.094482421875,44.0
4882,kommendörsgatan 8h,6265,3.0,17000000, 14 oktober 2020,-3,134921,ostermalm,126,4,,59.3387518737797,18.077316284179688,142.0
4883,brahegatan 50,2962,2.0,6550000, 13 oktober 2020,9,111017,ostermalm,59,2,,59.34190318962736,18.080062866210938,53.0
4884,birger jarlsgatan 104 k,2938,,3750000, 13 oktober 2020,1,83333,ostermalm,45,2,2.0,59.34750480701685,18.062896728515625,67.0
4885,brahegatan 33,4757,3.0,14000000, 13 oktober 2020,±0,129630,ostermalm,108,3,2.0,59.34085278349814,18.0780029296875,72.0
4886,birger jarlsgatan 100,3865,3.0,9600000, 13 oktober 2020,20,115663,ostermalm,83,3,2.0,59.34680465537325,18.0615234375,88.0
4887,nybrogatan 38b,2230,,6200000, 13 oktober 2020,8,112727,ostermalm,55,2,,59.3377013701892,18.08074951171875,128.0
4888,valhallavägen 158,1730,2.0,4600000, 13 oktober 2020,15,112195,ostermalm,41,2,2.0,59.33945219145792,18.09516906738281,36.0
4889,iversonsgatan 2,4315,3.0,23000000, 13 oktober 2020,5,136905,ostermalm,168,5,,59.33945219145792,18.069076538085938,140.0
4890,oxenstiernsgatan 33,577,2.0,4075000, 13 oktober 2020,9,83163,ostermalm,49,1,4.0,59.33700101641311,18.102035522460938,12.0
4891,narvavägen 5,4389,3.0,22500000, 13 oktober 2020,±0,138037,ostermalm,163,5,,59.33279859052077,18.09242248535156,41.0
4892,valhallavägen 67,2370,3.0,4100000, 12 oktober 2020,8,83673,ostermalm,49,2,2.0,59.346454574137645,18.06976318359375,32.0
4893,valhallavägen 92,2667,4.0,12900000, 12 oktober 2020,±0,94853,ostermalm,136,4,,59.34400390442908,18.075942993164062,18.0
4894,karlaplan 17a,3130,3.0,7400000, 9 oktober 2020,6,92500,ostermalm,80,3,,59.33910203442368,18.09173583984375,50.0
4895,riddargatan 25,1840,,6600000, 9 oktober 2020,10,126923,ostermalm,52,2,,59.33314881253376,18.08349609375,60.0
4896,danderydsgatan 30a,4408,3.0,13000000, 9 oktober 2020,±0,119266,ostermalm,109,4,,59.34470411382097,18.071823120117188,25.0
4897,sibyllegatan 40,2202,2.0,6525000, 9 oktober 2020,13,120833,ostermalm,54,2,,59.340152494697335,18.08349609375,66.0
4898,nybergsgatan 8. fast pris!,1740,2.0,3600000, 9 oktober 2020,-3,105882,ostermalm,34,2,,59.33700101641311,18.084869384765625,65.0
4899,rådmansgatan 8,2280,2.0,5150000, 8 oktober 2020,23,111957,ostermalm,46,2,,59.34400390442908,18.07113647460937,31.0
4900,östermalmsgatan 21,3109,1.0,12000000, 8 oktober 2020,-11,122449,ostermalm,98,3,,59.344354010929706,18.069076538085938,42.0
4901,jungfrugatan 33,2364,,5550000, 7 oktober 2020,16,115625,ostermalm,48,2,3.0,59.33980234488247,18.08418273925781,59.0
4902,grev turegatan 52a,3958,3.0,13000000, 7 oktober 2020,18,146067,ostermalm,89,3,2.0,59.33945219145792,18.078689575195312,111.0
4903,karlavägen 20b,1345,3.0,13100000, 7 oktober 2020,3,113913,ostermalm,115,3,3.0,59.34260344233248,18.067703247070312,64.0
4904,riddargatan 45,4208,1.0,13000000, 7 oktober 2020,4,111111,ostermalm,117,4,,59.332448364897616,18.088302612304688,35.0
4905,sibyllegatan 51,3101,3.0,8450000, 7 oktober 2020,6,126119,ostermalm,67,3,,59.33840170952597,18.08143615722656,113.0
4906,valhallavägen 50,3429,3.0,13500000, 6 oktober 2020,±0,97826,ostermalm,138,4,,59.34715473299961,18.064956665039062,52.0
4907,frejgatan 4,2953,3.0,6800000, 6 oktober 2020,20,104615,ostermalm,65,2,2.0,59.34855500741373,18.060836791992188,79.0
4908,skeppargatan 39a,6417,1.0,17000000, 6 oktober 2020,7,114094,ostermalm,149,7,2.0,59.3359504586749,18.08349609375,87.0
4909,riddargatan 76,3757,2.0,7475000, 6 oktober 2020,7,105282,ostermalm,71,3,,59.332448364897616,18.09173583984375,35.0
4910,rådmansgatan 3,3717,3.0,14000000, 6 oktober 2020,4,134615,ostermalm,104,4,,59.34365379431907,18.071823120117188,28.0
4911,linnégatan 19,5541,3.0,14400000, 6 oktober 2020,11,120000,ostermalm,120,4,5.0,57.72794405134029,12.9473876953125,0.0
4912,styrmansgatan 51 a,1493,2.0,3000000, 6 oktober 2020,4,111111,ostermalm,27,1,,59.33630064819755,18.087615966796875,59.0
4913,lill-jans plan 6 ö.g,4007,3.0,12100000, 6 oktober 2020,17,137500,ostermalm,88,3,,59.344354010929706,18.073883056640625,27.0
4914,grevgatan 47,1405,3.0,6900000, 6 oktober 2020,16,140816,ostermalm,49,2,,59.33630064819755,18.08624267578125,58.0
4915,surbrunnsgatan 9,1884,2.0,4450000, 5 oktober 2020,11,108537,ostermalm,41,2,,59.34680465537325,18.06358337402344,67.0
4916,valhallavägen 158,1232,2.0,3100000, 5 oktober 2020,±0,106897,ostermalm,29,1,,59.33945219145792,18.09516906738281,36.0
4917,banérgatan 31 a,1017,,2850000, 5 oktober 2020,19,123913,ostermalm,23,1,,59.33630064819755,18.093795776367188,31.0
4918,linnégatan 17,5910,,22000000, 5 oktober 2020,11,156028,ostermalm,141,4,,59.3377013701892,18.0780029296875,154.0
4919,styrmansgatan 50,2559,2.0,13300000, 5 oktober 2020,6,141489,ostermalm,94,4,,59.33630064819755,18.088302612304688,53.0
4920,frejgatan 3,5129,3.0,13900000, 3 oktober 2020,11,93289,ostermalm,149,5,3.0,59.34855500741373,18.0615234375,68.0
4921,grevgatan 26,5548,2.0,16300000, 2 oktober 2020,17,116429,ostermalm,140,4,,59.333849245729375,18.084869384765625,60.0
4922,birger jarlsgatan 104h,2938,,4920000, 2 oktober 2020,25,111818,ostermalm,44,2,,59.34750480701685,18.062896728515625,67.0
4923,karlavägen 61,1217,,5100000, 2 oktober 2020,3,98077,ostermalm,52,2,4.0,59.33980234488247,18.08074951171875,94.0
4924,cardellgatan 4,4609,3.0,6225000, 2 oktober 2020,5,113182,ostermalm,55,2,,59.3387518737797,18.075942993164062,151.0
4925,linnégatan 39b,2179,,4150000, 2 oktober 2020,5,96512,ostermalm,43,2,,59.33665083411027,18.08349609375,83.0
4926,grevgatan 24,3927,1.0,16700000, 2 oktober 2020,1,134677,ostermalm,124,5,,59.333849245729375,18.084869384765625,60.0
4927,grev magnigatan 8,2055,3.0,6850000, 2 oktober 2020,15,134314,ostermalm,51,2,,59.33279859052077,18.087615966796875,44.0
4928,grevgatan 23 2 tr,1724,1.0,3800000, 1 oktober 2020,27,135714,ostermalm,28,1,,59.333849245729375,18.08418273925781,67.0
4929,sturegatan 44 c,3153,,8950000, 1 oktober 2020,-1,104070,ostermalm,86,3,,59.34085278349814,18.077316284179688,75.0
4930,linnégatan 92,2527,,14550000, 1 oktober 2020,6,145500,ostermalm,100,3,,59.33349903093664,18.09654235839844,22.0
4931,skeppargatan 28,1554,3.0,3400000, 1 oktober 2020,19,130769,ostermalm,26,1,2.0,59.33454966448465,18.08349609375,87.0
4932,sibyllegatan 11 a,3206,2.0,7500000, 1 oktober 2020,5,119048,ostermalm,63,2,,59.334899868447216,18.0780029296875,182.0
4933,rådmansgatan 23,3363,2.0,13500000, 1 oktober 2020,5,104651,ostermalm,129,4,,59.34260344233248,18.065643310546875,89.0
4934,kommendörsgatan 40,4516,3.0,12300000, 1 oktober 2020,20,148193,ostermalm,83,3,,59.33700101641311,18.08624267578125,59.0
4935,styrmansgatan 53,2034,3.0,7250000, 1 oktober 2020,12,120833,ostermalm,60,2,,59.33630064819755,18.087615966796875,59.0
4936,brahegatan 37,3299,3.0,6325000, 30 september 2020,3,112946,ostermalm,56,2,3.0,59.34120292248412,18.078689575195312,64.0
4937,brahegatan 58,5921,3.0,15750000, 30 september 2020,9,135776,ostermalm,116,4,5.0,59.34260344233248,18.080062866210938,34.0
4938,valhallavägen 69,2292,2.0,3600000, 30 september 2020,13,85714,ostermalm,42,2,,59.346454574137645,18.06976318359375,32.0
