adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor
evenemangsgatan 34 19tr,3103,3.0,3580000, 8 juli 2021,12,73061,solna,49,2,
gamla vägen 7,3005,3.0,5500000, 8 juli 2021,10,69620,solna,79,3,
göran perssons väg 15,2706,2.0,2600000, 8 juli 2021,30,59091,solna,44,1,
fogdevreten 10,2150,2.0,2400000, 8 juli 2021,20,70588,solna,34,1,4
kolonnvägen 70,5350,3.0,5800000, 8 juli 2021,±0,60417,solna,96,4,4
lövgatan 68,2210,3.0,4130000, 8 juli 2021,18,68833,solna,60,3,
kolonnvägen 68,3611,2.0,3500000, 8 juli 2021,±0,58333,solna,60,2,
jungfrudansen 32,1794,2.0,2475000, 7 juli 2021,24,85345,solna,29,1,
solnavägen 106,4022,3.0,6275000, 7 juli 2021,14,83667,solna,75,3,3
fogdevreten 8,2150,2.0,2250000, 7 juli 2021,13,66176,solna,34,1,
johan enbergs väg 3,3169,3.0,4120000, 7 juli 2021,27,61493,solna,67,2,3
fridensborgsvägen 150,3458,3.0,3400000, 7 juli 2021,14,56667,solna,60,2,4
evenemangsgatan 34,3103,,3300000, 7 juli 2021,±0,67347,solna,49,2,
lundagatan 14,2575,,2900000, 7 juli 2021,16,52727,solna,55,2,
hagalundsgatan 14,3551,3.0,2750000, 6 juli 2021,10,41045,solna,67,3,
charlottenburgsvägen 15,2682,3.0,3275000, 6 juli 2021,13,71196,solna,46,2,
våtmarksvägen 62 högst upp,2996,3.0,3100000, 6 juli 2021,2,59615,solna,52,2,
fridensborgsvägen 115,3083,3.0,3320000, 6 juli 2021,15,62642,solna,53,2,4
råsundavägen 133b,1353,3.0,2550000, 6 juli 2021,28,98077,solna,26,1,2
jungfrudansen 10,3175,3.0,3500000, 6 juli 2021,17,54688,solna,64,2,6
fridensborgsvägen 149,5196,3.0,6000000, 6 juli 2021,11,59406,solna,101,4,
ankdammsgatan 25,3940,3.0,4000000, 6 juli 2021,8,49383,solna,81,3,
jungfrudansen 3,4456,3.0,4225000, 5 juli 2021,11,52160,solna,81,3,2
ankdammsgatan 27,5342,3.0,5675000, 5 juli 2021,14,51126,solna,111,4,
vasavägen 29,3253,3.0,5650000, 5 juli 2021,29,89683,solna,63,2,3
lostigen 30,3464,1.0,3900000, 5 juli 2021,18,52000,solna,75,3,
förrådsgatan 4,2385,2.0,2700000, 4 juli 2021,±0,77143,solna,35,2,1
jungfrudansen 15,4456,3.0,3800000, 3 juli 2021,±0,46914,solna,81,3,
järnvägsgatan 2b,1115,4.0,1750000, 2 juli 2021,±0,83333,solna,21,1,
nybodagatan 14,2154,3.0,3260000, 2 juli 2021,9,60370,solna,54,2,5
johan enbergs väg 9,3131,3.0,4190000, 2 juli 2021,10,62537,solna,67,2,5
jungfrudansen 32,4148,3.0,4200000, 2 juli 2021,5,56757,solna,74,3,5
evenemangsgatan 34,4497,3.0,3900000, 2 juli 2021,12,54930,solna,71,3,
hannebergsgatan 13,1939,,2300000, 1 juli 2021,15,62162,solna,37,1,
åsvägen 6,4582,3.0,4860000, 1 juli 2021,13,65676,solna,74,3,
solgatan 8,3590,3.0,5000000, 1 juli 2021,±0,71429,solna,70,3,
pipers väg 19,5253,4.0,5720000, 1 juli 2021,10,64270,solna,89,4,
gustav iii:s boulevard 129,4997,3.0,5400000, 1 juli 2021,20,63529,solna,85,3,2
rådjursstigen 20,1416,3.0,2550000, 1 juli 2021,-2,75000,solna,34,1,
dagmar ebbesens väg 4,6499,3.0,10550000, 30 juni 2021,24,98598,solna,107,4,
solnavägen 43,4314,2.0,4250000, 30 juni 2021,±0,62500,solna,68,2,5
slåttervägen 6,2499,3.0,2500000, 30 juni 2021,25,71429,solna,35,1,
vintervägen 19,3330,1.0,7400000, 30 juni 2021,14,87059,solna,85,3,
solnavägen 41,3814,2.0,3700000, 29 juni 2021,±0,64912,solna,57,2,2
ankdammsgatan 8,4681,3.0,4800000, 25 juni 2021,14,52174,solna,92,3,2
evenemangsgatan 40,2741,3.0,2870000, 25 juni 2021,16,66744,solna,43,1,4
huvudstagatan 3b,3848,3.0,3700000, 24 juni 2021,12,52857,solna,70,3,
förrådsgatan 1,1955,3.0,2850000, 24 juni 2021,14,81429,solna,35,1,
erik sandbergs gata 8,2602,2.0,2780000, 24 juni 2021,11,69500,solna,40,2,
charlottenburgsvägen 32b,3183,3.0,4600000, 24 juni 2021,15,68657,solna,67,2,
huvudstalundsvägen 4 med uteplats!,4490,3.0,4200000, 24 juni 2021,11,53846,solna,78,3,
ekensbergsvägen 97,4555,3.0,4150000, 24 juni 2021,15,56849,solna,73,3,4
gustav iii:s boulevard 23,4287,2.0,3670000, 23 juni 2021,±0,51690,solna,71,2,
mittfältsgatan 13,3875,3.0,4200000, 23 juni 2021,±0,67742,solna,62,2,6
huvudstagatan 6,1617,,3010000, 23 juni 2021,4,52807,solna,57,2,
gustav iii:s boulevard 79,4991,3.0,5165000, 23 juni 2021,19,58693,solna,88,3,
råsundavägen 7,2405,,3300000, 23 juni 2021,14,55000,solna,60,2,
centrumslingan 45,5631,3.0,6000000, 23 juni 2021,4,54054,solna,111,5,4
viktor sjöströms väg 3,3917,3.0,3950000, 22 juni 2021,28,70536,solna,56,2,3
lostigen 10,4626,1.0,4220000, 22 juni 2021,24,56267,solna,75,3,
evenemangsgatan 30,2727,3.0,3100000, 22 juni 2021,2,68889,solna,45,2,
lundagatan 9,3870,3.0,3800000, 22 juni 2021,38,48101,solna,79,3,3
kyrkbacken 19,3283,3.0,2250000, 22 juni 2021,±0,46875,solna,48,2,
vintervägen 17,2302,3.0,3050000, 22 juni 2021,22,82432,solna,37,2,3
fridensborgsvägen 112,4583,3.0,5600000, 21 juni 2021,±0,60870,solna,92,4,2
slottsvägen 5,4046,1.0,5000000, 21 juni 2021,11,58824,solna,85,3,
honnörsgatan 14,4486,3.0,4000000, 21 juni 2021,±0,56338,solna,71,3,
anders lundströms gata 24,4336,3.0,5020000, 21 juni 2021,20,64359,solna,78,3,6
hagalundsgatan 20,3551,3.0,2950000, 20 juni 2021,-1,44030,solna,67,3,
lundagatan 4a,5342,1.0,4700000, 20 juni 2021,5,46078,solna,102,5,1201
nybodagatan 7,2841,3.0,3000000, 20 juni 2021,16,52632,solna,57,2,7
framnäsbacken 8,4313,3.0,3800000, 20 juni 2021,12,48718,solna,78,3,
viktor sjöströms väg 11,2539,2.0,2300000, 19 juni 2021,15,79310,solna,29,1,5
bollgatan 2a,3580,3.0,3685000, 18 juni 2021,7,68241,solna,54,3,
gustav iii:s boulevard 79,5715,3.0,5970000, 18 juni 2021,6,57404,solna,104,4,3
ripstigen 6,3780,3.0,3800000, 18 juni 2021,9,54286,solna,70,3,
lövgatan 62,2563,3.0,2820000, 18 juni 2021,18,76216,solna,37,2,3
lilla gatan 4a ,2175,2.0,2650000, 18 juni 2021,33,88333,solna,30,1,4
evenemangsgatan 6,5069,3.0,7000000, 17 juni 2021,±0,57377,solna,122,4,8
jungfrudansen 8,3225,3.0,3150000, 17 juni 2021,±0,48462,solna,65,2,
järva skjutbaneväg 35,4607,3.0,5310000, 17 juni 2021,6,59000,solna,90,4,
johan enbergs väg 3,3169,3.0,4000000, 17 juni 2021,5,59701,solna,67,2,7
fridensborgsvägen 148,4295,3.0,4850000, 17 juni 2021,±0,57059,solna,85,4,
fridensborgsvägen 121,2693,,2400000, 17 juni 2021,±0,57143,solna,42,1,
gustav iii:s boulevard 69,4801,3.0,7360000, 17 juni 2021,24,68785,solna,107,4,5
lostigen 34,2875,1.0,3850000, 17 juni 2021,38,61111,solna,63,2,
nordstjärnegatan 2,2963,,4850000, 17 juni 2021,8,74615,solna,65,2,
nybodagatan 5,3617,3.0,4200000, 16 juni 2021,20,54545,solna,77,3,
ekstigen 16,2058,4.0,7300000, 16 juni 2021,4,72277,solna,101,3,
uppfartsvägen 11,2702,1.0,3500000, 16 juni 2021,11,67308,solna,52,2,1
signalistgatan 16,2898,3.0,3000000, 16 juni 2021,13,71429,solna,42,2,4
bygatan 25,4333,3.0,4710000, 16 juni 2021,15,53523,solna,88,4,3
råsundavägen 133a,2315,3.0,3100000, 16 juni 2021,15,75610,solna,41,1,4
mittfältsgatan 9,4954,3.0,5420000, 16 juni 2021,5,67750,solna,80,3,2
solnavägen 37,6105,3.0,6650000, 16 juni 2021,±0,65196,solna,102,4,6
wiboms väg 9,4844,3.0,4450000, 16 juni 2021,11,51149,solna,87,3,5
arvid tydéns allé 20,3662,3.0,5850000, 16 juni 2021,7,82394,solna,71,3,
jonstorpsvägen 32,5769,3.0,4600000, 15 juni 2021,10,47423,solna,97,4,
virebergsvägen 5,4322,3.0,4725000, 15 juni 2021,21,59810,solna,79,3,4
förrådsgatan 1,2001,3.0,2800000, 15 juni 2021,17,77778,solna,36,2,2
lilla gatan 4a,2053,3.0,2710000, 15 juni 2021,23,96786,solna,28,1,
östervägen 16b,3001,3.0,3455000, 15 juni 2021,8,55726,solna,62,2,
slottsvägen 10,3158,3.0,3405000, 15 juni 2021,18,58707,solna,58,2,3
mauritz stillers väg 4,6514,3.0,8500000, 15 juni 2021,2,85000,solna,100,4,
klippgatan 12c,3797,3.0,5600000, 15 juni 2021,±0,57732,solna,97,4,8
sjövägen 2,3902,3.0,3880000, 15 juni 2021,2,57910,solna,67,3,2
regnstigen 18,1985,3.0,2900000, 14 juni 2021,12,67442,solna,43,2,3
gränsgatan 22,2289,3.0,3480000, 14 juni 2021,10,84878,solna,41,2,7
plogvägen 7,1599,,2650000, 14 juni 2021,15,67949,solna,39,1,1
ankdammsgatan 25,3218,3.0,3050000, 14 juni 2021,-2,48413,solna,63,2,7
evenemangsgatan 30,3454,3.0,3650000, 13 juni 2021,14,64035,solna,57,2,9
lövgatan 55,2401,3.0,3400000, 13 juni 2021,±0,79070,solna,43,2,4
nämndemansgatan 23,4930,3.0,6100000, 13 juni 2021,7,62245,solna,98,4,3
fridensborgsvägen 34,4714,3.0,6100000, 12 juni 2021,13,69318,solna,88,4,5
huvudstalundsvägen 14,3086,3.0,3320000, 11 juni 2021,11,69167,solna,48,2,4
göran perssons väg 41,4572,3.0,3705000, 11 juni 2021,14,46313,solna,80,3,
näckrosvägen 28,3050,3.0,3525000, 11 juni 2021,14,65278,solna,54,2,
jungfrudansen 11,2099,2.0,2250000, 11 juni 2021,13,62500,solna,36,1,
framnäsbacken 8,5711,3.0,4550000, 11 juni 2021,11,41743,solna,109,4,
fridensborgsvägen 113,4288,3.0,4800000, 11 juni 2021,8,57831,solna,83,3,
råsundavägen 72,4447,3.0,6850000, 11 juni 2021,11,74457,solna,92,4,5
råsundavägen 172,2289,2.0,2990000, 11 juni 2021,7,72927,solna,41,2,6
mäster simons väg 17a,3642,3.0,3850000, 10 juni 2021,±0,59231,solna,65,3,
fridensborgsvägen 14,5376,3.0,6500000, 10 juni 2021,±0,58559,solna,111,5,2
bygatan 3,4277,2.0,4600000, 10 juni 2021,7,52273,solna,88,3,
huvudstagatan 1b,3756,3.0,3100000, 10 juni 2021,11,46269,solna,67,2,1
signalistgatan 12,3497,3.0,3650000, 10 juni 2021,22,60833,solna,60,2,2
bygatan 37,2909,3.0,3340000, 10 juni 2021,15,56610,solna,59,2,
ripstigen 1,2144,3.0,2850000, 10 juni 2021,19,66279,solna,43,1,
gustav iii:s boulevard 71,3478,3.0,3730000, 10 juni 2021,10,51096,solna,73,2,
vintervägen 26,2104,3.0,2825000, 10 juni 2021,23,83088,solna,34,1,
solnavägen 98b,3581,3.0,3760000, 10 juni 2021,11,69630,solna,54,2,3
parkvägen 17,1732,,2950000, 10 juni 2021,18,70238,solna,42,2,1
gustav iii:s boulevard 141,5565,2.0,8200000, 9 juni 2021,9,84536,solna,97,4,
lundagatan 2a,2563,3.0,3480000, 9 juni 2021,16,71020,solna,49,2,
jungfrudansen 12,4316,3.0,4900000, 9 juni 2021,23,56322,solna,87,3,4
tottvägen 4a,3330,,4700000, 9 juni 2021,5,68116,solna,69,3,1
förrådsgatan 1,2001,2.0,2610000, 9 juni 2021,14,72500,solna,36,2,1
råsundavägen 61,2545,2.0,2950000, 8 juni 2021,18,64130,solna,46,2,
blomgatan 22,2949,3.0,4050000, 8 juni 2021,16,54730,solna,74,3,2
råsundavägen 133 a,2315,3.0,3250000, 8 juni 2021,23,79268,solna,41,2,3
evenemangsgatan 40,2741,3.0,3400000, 8 juni 2021,17,79070,solna,43,2,
evenemangsgatan 40,2805,3.0,3200000, 8 juni 2021,14,72727,solna,44,2,
idrottsgatan 4,1960,,6670000, 8 juni 2021,7,77558,solna,86,3,
fridensborgsvägen 159,2445,3.0,2650000, 7 juni 2021,33,64634,solna,41,2,
ankdammsgatan 25,3940,3.0,4200000, 7 juni 2021,17,51852,solna,81,3,4
skytteholmsvägen 41,4235,4.0,4395000, 7 juni 2021,±0,57829,solna,76,3,
bygatan 39,5274,3.0,5800000, 6 juni 2021,16,51786,solna,112,4,5
evenemangsgatan 24,2143,3.0,3200000, 6 juni 2021,11,71111,solna,45,2,13
storgatan 70b,3114,3.0,2845000, 5 juni 2021,14,64659,solna,44,2,8
ankdammsgatan 4,3559,3.0,3600000, 5 juni 2021,20,57143,solna,63,2,3
kristinelundsvägen 28,4764,3.0,4700000, 4 juni 2021,18,54651,solna,86,3,
evenemangsgatan 30,4484,3.0,4500000, 4 juni 2021,2,60811,solna,74,3,6
råsundavägen 74,4331,3.0,6800000, 4 juni 2021,±0,80000,solna,85,4,
kyrkbacken 21,6423,3.0,4800000, 4 juni 2021,20,48485,solna,99,4,3
gustav iii:s boulevard 145,4997,3.0,5280000, 4 juni 2021,17,62118,solna,85,3,
anders lundströms gata 20,5226,3.0,6330000, 4 juni 2021,12,67340,solna,94,4,
näckrosvägen 21,4339,3.0,4700000, 4 juni 2021,18,62667,solna,75,3,
signe tillischgatan 14,3124,3.0,5050000, 4 juni 2021,22,64744,solna,78,3,
epistelvägen 1b,4442,3.0,5110000, 4 juni 2021,11,62317,solna,82,3,6
virebergsvägen 14,3569,3.0,3300000, 3 juni 2021,18,64706,solna,51,2,
råsundavägen 66,1291,2.0,1950000, 3 juni 2021,30,97500,solna,20,1,
kyrkbacken 11 - vån 3 / 3!,4238,3.0,2750000, 3 juni 2021,10,42969,solna,64,2,
näckrosvägen 39,4311,3.0,4950000, 3 juni 2021,10,66000,solna,75,3,2
evenemangsgatan 34,4117,3.0,5110000, 3 juni 2021,±0,78615,solna,65,3,
ängkärrsgatan 19,5901,3.0,6730000, 3 juni 2021,13,64095,solna,105,4,3
arvid tydéns allé 20,3478,3.0,4900000, 3 juni 2021,9,69014,solna,71,3,
råsundavägen 90,4432,3.0,5100000, 2 juni 2021,9,62963,solna,81,3,
solnavägen 106,2951,,4300000, 2 juni 2021,±0,78182,solna,55,2,
backvägen 8,3488,2.0,4500000, 2 juni 2021,25,59211,solna,76,3,
jungfrudansen 3,2744,3.0,2825000, 2 juni 2021,9,58854,solna,48,2,
östervägen 15,2300,,2700000, 2 juni 2021,9,64286,solna,42,2,
regnstigen 4,2933,3.0,4200000, 2 juni 2021,5,59155,solna,71,3,3
jungfrudansen 9,3604,3.0,3490000, 2 juni 2021,17,54531,solna,64,2,2
östervägen 38,4276,3.0,5020000, 2 juni 2021,20,70704,solna,71,3,
armégatan 11b,2058,3.0,2910000, 2 juni 2021,17,76579,solna,38,2,6
vintervägen 24,4911,3.0,6800000, 2 juni 2021,36,82927,solna,82,3,
råsundavägen 7,2393,1.0,3300000, 1 juni 2021,±0,55000,solna,60,2,
solnavägen 106,2921,3.0,4185000, 1 juni 2021,5,76091,solna,55,2,2
skytteholmsvägen 26,2874,3.0,5050000, 1 juni 2021,26,63125,solna,80,3,
gränsgatan 28,2512,3.0,4000000, 1 juni 2021,11,88889,solna,45,2,
violstigen 3,5803,,7200000, 1 juni 2021,3,64286,solna,112,4,1
evenemangsgatan 24,2048,3.0,3300000, 1 juni 2021,14,76744,solna,43,2,
fridensborgsvägen 54,4165,3.0,6000000, 1 juni 2021,9,61856,solna,97,4,4
framnäsbacken 8,3282,2.0,3000000, 31 maj 2021,31,52632,solna,57,3,
fridensborgsvägen 62,2691,4.0,3830000, 31 maj 2021,10,63833,solna,60,3,
solnavägen 43,6242,3.0,6650000, 31 maj 2021,±0,63333,solna,105,4,3
mittfältsgatan 9,4999,2.0,5400000, 31 maj 2021,±0,66667,solna,81,3,3
bollgatan 2,3652,3.0,3750000, 31 maj 2021,14,64655,solna,58,2,2
råsundavägen 133b,2315,3.0,2600000, 31 maj 2021,18,63415,solna,41,1,5
huvudstalundsvägen 14,4765,3.0,4500000, 31 maj 2021,7,53571,solna,84,3,
hagalundsgatan 12,3551,3.0,2950000, 31 maj 2021,18,44030,solna,67,3,10
erik sandbergs gata 15,1793,4.0,7700000, 31 maj 2021,10,87500,solna,88,4,
fridensborgsvägen 127,5809,3.0,6850000, 28 maj 2021,10,63426,solna,108,5,
evenemangsgatan 34,3610,3.0,3520000, 28 maj 2021,18,61754,solna,57,2,11
olof af acrels väg 3,2126,2.0,2200000, 28 maj 2021,10,78571,solna,28,1,
västra vägen 3b,3158,3.0,3400000, 28 maj 2021,17,54839,solna,62,2,
rosenborgsgatan 13,3117,3.0,3300000, 28 maj 2021,±0,63462,solna,52,2,
ankdammsgatan 24a,2422,2.0,3500000, 28 maj 2021,17,50000,solna,70,3,
sommarvägen 3,4781,3.0,4075000, 28 maj 2021,5,46307,solna,88,3,
jungfrudansen 7,4456,3.0,4600000, 28 maj 2021,21,56790,solna,81,3,2
fogdevreten 14,2150,2.0,2150000, 28 maj 2021,8,63235,solna,34,1,
signalistgatan 14,6195,3.0,9710000, 28 maj 2021,30,75271,solna,129,5,5
uppfartsvägen 14,1846,1.0,3700000, 27 maj 2021,24,72549,solna,51,2,
cronhielms allé 33,3808,3.0,4000000, 27 maj 2021,18,62500,solna,64,3,
evenemangsgatan 30,2605,3.0,3000000, 27 maj 2021,±0,69767,solna,43,2,7
solnavägen 43,2634,2.0,2700000, 27 maj 2021,±0,72973,solna,37,1,2
viktor sjöströms väg 8,4786,3.0,8150000, 27 maj 2021,17,91573,solna,89,3,
östervägen 25b,2294,1.0,2750000, 27 maj 2021,17,76389,solna,36,1,
hagalundsgatan 10,3127,3.0,2600000, 27 maj 2021,30,44068,solna,59,2,9
göran perssons väg 29,4718,3.0,3950000, 27 maj 2021,10,47590,solna,83,3,2
s:t ansgars väg 10 a,2873,3.0,2980000, 27 maj 2021,11,70952,solna,42,2,2
framnäsbacken 5,8608,3.0,7030000, 27 maj 2021,-5,37394,solna,188,6,
infanterigatan 15,2016,2.0,2510000, 27 maj 2021,14,54565,solna,46,2,
banmästargatan 4,3917,3.0,3550000, 27 maj 2021,19,48630,solna,73,2,
råsundavägen 160,4081,3.0,4330000, 26 maj 2021,14,62754,solna,69,3,2
vasavägen 29,2678,1.0,3900000, 26 maj 2021,16,66102,solna,59,2,2
solnavägen 108,4877,3.0,6450000, 26 maj 2021,17,83766,solna,77,3,
lundagatan 6b,3780,1.0,3700000, 26 maj 2021,-5,51389,solna,72,3,2
s:t ansgars väg 10b,2052,,2510000, 26 maj 2021,26,83667,solna,30,1,
evenemangsgatan 30,2727,3.0,3170000, 26 maj 2021,13,70444,solna,45,2,
mittfältsgatan 9,4999,2.0,5490000, 26 maj 2021,4,67778,solna,81,3,4
gustav iii:s boulevard 121,5456,3.0,5990000, 26 maj 2021,14,62396,solna,96,4,
bygatan 27,4225,3.0,4300000, 26 maj 2021,23,48864,solna,88,3,
mittfältsgatan 9,4818,2.0,5350000, 26 maj 2021,3,69481,solna,77,3,5
jungfrudansen 6,1786,3.0,2600000, 26 maj 2021,18,72222,solna,36,1,
evenemangsgatan 34,2723,3.0,3175000, 25 maj 2021,14,73837,solna,43,2,20
evenemangsgatan 24,2667,3.0,3500000, 25 maj 2021,17,62500,solna,56,2,
östervägen 36,4187,3.0,5160000, 25 maj 2021,21,69730,solna,74,3,
wiboms väg 8,3739,3.0,4100000, 25 maj 2021,14,63077,solna,65,2,8
honnörsgatan 3,4803,3.0,5080000, 25 maj 2021,9,57079,solna,89,4,
fridensborgsvägen 147,3721,3.0,3600000, 25 maj 2021,±0,55385,solna,65,2,
fridensborgsvägen 113,3083,3.0,3280000, 25 maj 2021,13,61887,solna,53,2,
fridensborgsvägen 161,2353,3.0,2400000, 25 maj 2021,5,61538,solna,39,1,
fridensborgsvägen 113,3083,3.0,3080000, 25 maj 2021,6,58113,solna,53,2,
solnavägen 39,5697,3.0,6500000, 25 maj 2021,±0,69892,solna,93,4,4
gustav iii:s boulevard 7,4440,3.0,6415000, 25 maj 2021,30,68978,solna,93,4,4
fridensborgsvägen 30,3457,2.0,3400000, 25 maj 2021,14,53125,solna,64,2,
evenemangsgatan 40,2741,3.0,3350000, 25 maj 2021,16,77907,solna,43,2,
bangatan 3b,1752,4.0,2540000, 24 maj 2021,±0,76970,solna,33,1,
råsundavägen 74,4331,3.0,6300000, 24 maj 2021,15,74118,solna,85,4,
åsvägen 5,2936,3.0,3400000, 24 maj 2021,3,65385,solna,52,2,
hasselstigen 6,2671,3.0,3900000, 24 maj 2021,18,65000,solna,60,2,
drottning kristinas esplanad 63,2990,3.0,3200000, 23 maj 2021,11,61538,solna,52,2,4
olof af acrels väg 5,1858,2.0,2200000, 22 maj 2021,-4,84615,solna,26,1,6
solgatan 9,3149,3.0,4570000, 21 maj 2021,6,58590,solna,78,3,
mäster simons väg 22,5355,3.0,5320000, 21 maj 2021,11,52673,solna,101,3,
lundagatan 4a,4652,1.0,4500000, 21 maj 2021,±0,49451,solna,91,4,2
odlingsvägen 3,3259,3.0,2930000, 21 maj 2021,17,46508,solna,63,2,
hagalundsgatan 12,3922,2.0,3050000, 21 maj 2021,13,41216,solna,74,3,
garvis carlssons gata 20,4313,3.0,4450000, 21 maj 2021,9,65441,solna,68,2,7
ankdammsgatan 27,3171,3.0,3330000, 21 maj 2021,24,53710,solna,62,2,7
gustav iii:s boulevard 91,4124,3.0,5600000, 21 maj 2021,14,67470,solna,83,3,6
uppfartsvägen 8,2552,3.0,2675000, 21 maj 2021,±0,74306,solna,36,1,
hagalundsgatan 18,4187,3.0,3080000, 21 maj 2021,10,38987,solna,79,3,5
johan enbergs väg 19,2715,3.0,3470000, 21 maj 2021,±0,58814,solna,59,2,
göran perssons väg 15,4723,3.0,4075000, 21 maj 2021,13,50938,solna,80,3,4
förrådsgatan 1,2507,3.0,3650000, 21 maj 2021,16,77660,solna,47,2,4
gustav iii:s boulevard 141,4588,3.0,4550000, 21 maj 2021,11,60667,solna,75,3,4
gyllene hästens torg 7,2683,2.0,2820000, 20 maj 2021,11,56400,solna,50,2,
lundagatan 4a,4291,1.0,4175000, 20 maj 2021,10,45879,solna,91,4,
ankdammsgatan 25,3022,3.0,3100000, 20 maj 2021,15,49206,solna,63,2,
fogdevreten 10,2150,2.0,2300000, 20 maj 2021,15,67647,solna,34,1,
bollgatan 2a,3581,3.0,3700000, 20 maj 2021,9,68519,solna,54,2,
råsundavägen 169a,1883,,2900000, 20 maj 2021,8,64444,solna,45,1,
solgatan 7,4980,3.0,6050000, 19 maj 2021,1,47266,solna,128,6,
fridensborgsvägen 43,4033,3.0,4270000, 19 maj 2021,8,55455,solna,77,3,
dammtorps allé 17,3966,,4050000, 19 maj 2021,10,56250,solna,72,3,
ripstigen 1,3361,3.0,4700000, 19 maj 2021,9,62667,solna,75,3,
vasavägen 24,2782,1.0,4750000, 19 maj 2021,19,79167,solna,60,3,2
slottsvägen 4,4629,3.0,5000000, 19 maj 2021,19,58140,solna,86,3,
johan enbergs väg 5,3169,3.0,4325000, 19 maj 2021,17,64552,solna,67,2,
banmästargatan 8,3197,3.0,3670000, 19 maj 2021,23,62203,solna,59,2,
brotorpsvägen 2,4169,3.0,4750000, 19 maj 2021,6,57927,solna,82,4,
huvudstagatan 32,5690,3.0,6150000, 19 maj 2021,4,62121,solna,99,4,8
armégatan 29,5695,3.0,6070000, 19 maj 2021,15,64574,solna,94,4,9
trubadurvägen 3,3521,3.0,3900000, 19 maj 2021,±0,60000,solna,65,2,6
huvudstagatan 22 vån 4 av 6,3356,3.0,3770000, 19 maj 2021,26,67321,solna,56,2,
honnörsgatan 16,5331,3.0,5750000, 19 maj 2021,15,63889,solna,90,4,3
mönstringsvägen 10,2803,3.0,2480000, 18 maj 2021,4,59048,solna,42,2,
sommarvägen 3,1847,3.0,2610000, 18 maj 2021,31,76765,solna,34,1,
järvstigen 5,2820,2.0,2825000, 18 maj 2021,13,52315,solna,54,2,
råsundavägen 75- ingen balkong,1609,2.0,2950000, 18 maj 2021,23,75641,solna,39,2,
lilla gatan 4a,3323,3.0,3610000, 18 maj 2021,21,75208,solna,48,2,3
sjövägen 2,3494,3.0,3465000, 18 maj 2021,±0,60789,solna,57,2,
fogdevreten 12,3477,,3375000, 18 maj 2021,13,61364,solna,55,2,
kyrkbacken 18,3283,2.0,2600000, 18 maj 2021,24,54167,solna,48,2,
sjövägen 2,2515,2.0,2850000, 18 maj 2021,24,71250,solna,40,2,7
storgatan 76b,5633,3.0,6225000, 18 maj 2021,13,60437,solna,103,4,9
olof af acrels väg 5,1858,2.0,2225000, 18 maj 2021,12,85577,solna,26,1,
evenemangsgatan 12,3062,3.0,4100000, 17 maj 2021,-2,61194,solna,67,2,9
våtmarksvägen 62,2598,3.0,2400000, 17 maj 2021,±0,55814,solna,43,2,
dammtorps allé 17,3966,3.0,4050000, 17 maj 2021,10,56250,solna,72,3,
fridensborgsvägen 58,1985,3.0,2600000, 17 maj 2021,9,68421,solna,38,2,
solnavägen 41,5924,3.0,6650000, 17 maj 2021,1,67857,solna,98,4,3
armégatan 22,1548,,2250000, 17 maj 2021,14,90000,solna,25,1,
jungfrudansen 13,3645,3.0,3250000, 16 maj 2021,9,50000,solna,65,2,3
hannebergsgatan 28,3762,3.0,3250000, 16 maj 2021,9,61321,solna,53,2,5
framnäsbacken 22,2073,2.0,2735000, 15 maj 2021,31,55816,solna,49,2,
göran perssons väg 19,2831,2.0,2580000, 14 maj 2021,±0,58636,solna,44,1,
lövgatan 62,2563,3.0,2800000, 14 maj 2021,14,75676,solna,37,2,2
garvis carlssons gata 24,4188,3.0,3875000, 14 maj 2021,6,57836,solna,67,2,
göran perssons väg 21,4667,3.0,3800000, 14 maj 2021,12,45783,solna,83,3,
blomgatan 8,3048,3.0,4325000, 14 maj 2021,20,59247,solna,73,3,1
storgatan 72a,2626,3.0,3000000, 14 maj 2021,20,65217,solna,46,2,6
vasavägen 26,1276,,1650000, 14 maj 2021,18,110000,solna,15,1,
vintervägen 30,4409,3.0,8075000, 13 maj 2021,8,98476,solna,82,3,
nyckelvägen 2 - vindsetage med villakänsla,5614,4.0,9750000, 13 maj 2021,±0,87838,solna,111,4,
trubadurvägen 3,3250,3.0,3660000, 13 maj 2021,5,61000,solna,60,2,
