adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor
skeppargatan 21 a,0,3.0,7000000, 26 november 2020,13,145833,ostermalm,48,2,
nybrogatan 81,1898,2.0,6800000, 25 november 2020,9,104615,ostermalm,65,2,3
karlavägen 46,1246,1.0,3125000, 25 november 2020,8,125000,ostermalm,25,1,1
skeppargatan 52,4911,3.0,11350000, 25 november 2020,4,109135,ostermalm,104,3,5
nybrogatan 65,181,3.0,4000000, 24 november 2020,23,137931,ostermalm,29,1,
grevgatan 20 b,2293,,6600000, 24 november 2020,2,117857,ostermalm,56,2,
eriksbergsgatan 42,2682,,11400000, 24 november 2020,7,114000,ostermalm,100,3,
linnégatan 42,2772,3.0,8600000, 24 november 2020,8,136508,ostermalm,63,2,
artillerigatan 53,5113,2.0,14400000, 24 november 2020,12,109091,ostermalm,132,4,
floragatan 7,3318,3.0,8700000, 24 november 2020,16,122535,ostermalm,71,3,
grevgatan 65,2999,3.0,8200000, 24 november 2020,19,136667,ostermalm,60,2,
floragatan 7,1833,3.0,4700000, 24 november 2020,18,134286,ostermalm,35,2,2
fryxellsgatan 1 a,4013,3.0,9850000, 21 november 2020,-1,107065,ostermalm,92,3,
rådmansgatan 1b,2575,3.0,10750000, 21 november 2020,2,132716,ostermalm,81,3,4
kungstensgatan 3,4389,2.0,14200000, 20 november 2020,,118333,ostermalm,120,4,
karlaplan 17a,3193,3.0,8610000, 20 november 2020,24,108987,ostermalm,79,3,
brahegatan 62,3609,3.0,9800000, 20 november 2020,19,128947,ostermalm,76,2,4
grev magnigatan 11 c,2917,1.0,10900000, 20 november 2020,15,134568,ostermalm,81,3,
sibyllegatan 50 a,2085,,6300000, 20 november 2020,-2,98438,ostermalm,64,3,
grev magnigatan 5,4159,3.0,17050000, 19 november 2020,-5,135317,ostermalm,126,5,
karlavägen 6,1316,2.0,4500000, 18 november 2020,-2,109756,ostermalm,41,2,
linnégatan 16,1978,2.0,4700000, 18 november 2020,18,117500,ostermalm,40,2,4
birger jarlsgatan 114,2395,2.0,4600000, 18 november 2020,2,76667,ostermalm,60,2,1
linnégatan 60,3217,3.0,6975000, 18 november 2020,13,118220,ostermalm,59,2,
valhallavägen 131,4328,3.0,13400000, 18 november 2020,25,127619,ostermalm,105,4,
riddargatan 11b,4744,3.0,20500000, 18 november 2020,4,134868,ostermalm,152,4,
lützengatan 12a,5302,2.0,20850000, 18 november 2020,10,127134,ostermalm,164,5,
verdandigatan 3,1965,,5450000, 18 november 2020,7,113542,ostermalm,48,2,
floragatan 7,1401,2.0,3150000, 18 november 2020,15,143182,ostermalm,22,1,
banérgatan 44,1741,,6725000, 17 november 2020,±0,124537,ostermalm,54,2,3
grevgatan 19,2018,,5900000, 17 november 2020,-1,113462,ostermalm,52,2,3
strandvägen 59,0,3.0,25650000, 17 november 2020,3,165484,ostermalm,155,5,
jungfrugatan 41,1286,,4200000, 17 november 2020,20,123529,ostermalm,34,2,
grev turegatan 25,1958,3.0,3950000, 16 november 2020,18,131667,ostermalm,30,2,5
birger jarlsgatan 114,1760,2.0,3650000, 14 november 2020,4,98649,ostermalm,37,1,4
danderydsgatan 30,1810,,4500000, 13 november 2020,7,107143,ostermalm,42,2,
styrmansgatan 37 a,2053,,4350000, 13 november 2020,21,120833,ostermalm,36,2,
grev turegatan 8 b,2332,3.0,10200000, 13 november 2020,2,127500,ostermalm,80,3,
riddargatan 3a,4601,3.0,11500000, 12 november 2020,15,133721,ostermalm,86,4,1
ruddammsbacken 28,3413,3.0,5530000, 12 november 2020,6,87778,ostermalm,63,3,3
storgatan 34,1582,2.0,4300000, 12 november 2020,16,116216,ostermalm,37,2,
kaptensgatan 9,3681,2.0,10270000, 12 november 2020,15,125244,ostermalm,82,4,
floragatan 7,1351,3.0,3275000, 12 november 2020,9,136458,ostermalm,24,1,4
karlavägen 121,2317,3.0,14600000, 12 november 2020,13,108148,ostermalm,135,5,
verdandigatan 3,4572,,19800000, 12 november 2020,28,122981,ostermalm,161,5,
runebergsgatan 9,3672,2.0,11000000, 11 november 2020,16,132530,ostermalm,83,3,
grev magnigatan 8,4726,3.0,17500000, 11 november 2020,4,142276,ostermalm,123,3,4
karlavägen 20,768,2.0,6000000, 11 november 2020,1,105263,ostermalm,57,3,
karlavägen 75b,6259,,19900000, 11 november 2020,±0,165833,ostermalm,120,3,
skeppargatan 28,2127,3.0,5200000, 11 november 2020,21,140541,ostermalm,37,2,5
artillerigatan 65,3818,2.0,7700000, 11 november 2020,3,102667,ostermalm,75,3,
grevgatan 12,3151,3.0,8400000, 10 november 2020,9,109091,ostermalm,77,2,
valhallavägen 12a,1138,3.0,5225000, 10 november 2020,5,85656,ostermalm,61,2,4
karlavägen 82,1554,,5500000, 10 november 2020,11,141026,ostermalm,39,2,
artillerigatan 75,1465,2.0,4550000, 10 november 2020,15,122973,ostermalm,37,2,4
narvavägen 8,9590,3.0,36000000, 10 november 2020,-3,133829,ostermalm,269,8,
östermalmsgatan 62,1894,2.0,6600000, 10 november 2020,17,124528,ostermalm,53,2,
valhallavägen 34,3394,3.0,10850000, 9 november 2020,±0,110714,ostermalm,98,4,
ruddammsbacken 28,2546,3.0,4100000, 9 november 2020,5,89130,ostermalm,46,2,3
wittstocksgatan 3c,759,3.0,8000000, 9 november 2020,21,135593,ostermalm,59,2,
skeppargatan 6a,1798,2.0,5700000, 9 november 2020,6,118750,ostermalm,48,2,
grevgatan 22,982,,4200000, 9 november 2020,5,135484,ostermalm,31,2,
styrmansgatan 7,1108,2.0,4250000, 8 november 2020,±0,132813,ostermalm,32,1,
valhallavägen 174,1933,3.0,3700000, 6 november 2020,9,92500,ostermalm,40,1,
lützengatan 1,915,,9500000, 6 november 2020,-4,153226,ostermalm,62,2,
lützengatan 1,903,3.0,11100000, 6 november 2020,35,201818,ostermalm,55,2,
danderydsgatan 30a,4044,3.0,11800000, 6 november 2020,3,108257,ostermalm,109,3,3
valhallavägen 160,1767,2.0,4750000, 5 november 2020,11,118750,ostermalm,40,2,5
ulrikagatan 7,4244,3.0,22000000, 5 november 2020,23,189655,ostermalm,116,3,
storgatan 48,1341,3.0,6300000, 5 november 2020,17,150000,ostermalm,42,2,
valhallavägen 34,3356,3.0,11100000, 5 november 2020,12,115625,ostermalm,96,4,4
ruddammsbacken 28,2275,3.0,3700000, 4 november 2020,12,88095,ostermalm,42,2,
östermalmsgatan 67,1279,,4100000, 4 november 2020,11,124242,ostermalm,33,2,
lill-jans plan 1,4673,,19000000, 4 november 2020,-5,119497,ostermalm,159,4,
valhallavägen 80,5888,3.0,10600000, 3 november 2020,9,117778,ostermalm,90,3,3
valhallavägen 152b,3604,3.0,9350000, 3 november 2020,4,99468,ostermalm,94,4,
östermalmsgatan 75,2693,1.0,5950000, 3 november 2020,9,119000,ostermalm,50,2,
grevgatan 22,5098,1.0,18900000, 3 november 2020,12,118125,ostermalm,160,5,
grev turegatan 60,1113,,5200000, 3 november 2020,16,113043,ostermalm,46,2,
iversonsgatan 6,2981,2.0,9950000, 3 november 2020,8,124375,ostermalm,80,4,4
valhallavägen 152b,1928,3.0,5000000, 2 november 2020,±0,104167,ostermalm,48,2,
kaptensgatan 15a,2109,3.0,5510000, 2 november 2020,±0,110200,ostermalm,50,2,
karlaplan 19 a,3604,3.0,9600000, 2 november 2020,7,102128,ostermalm,94,3,4
strandvägen 19,1255,2.0,8900000, 2 november 2020,2,197778,ostermalm,45,2,
grevgatan 25,5621,3.0,16750000, 31 oktober 2020,-1,111667,ostermalm,150,4,1
styrmansgatan 13,2725,,4550000, 30 oktober 2020,14,119737,ostermalm,38,2,4
drottning kristinas väg 11,1757,3.0,4300000, 29 oktober 2020,9,95556,ostermalm,45,2,
skeppargatan 84,4264,3.0,15000000, 29 oktober 2020,20,117188,ostermalm,128,4,
kommendörsgatan 19,4376,2.0,12800000, 29 oktober 2020,-1,112281,ostermalm,114,4,
storgatan 30 a,1634,,6350000, 28 oktober 2020,6,115455,ostermalm,55,2,
artillerigatan 43,2762,2.0,5800000, 28 oktober 2020,2,101754,ostermalm,57,2,
runebergsgatan 11,2170,2.0,5700000, 28 oktober 2020,8,116327,ostermalm,49,2,
valhallavägen 38,3824,3.0,6840000, 28 oktober 2020,14,92432,ostermalm,74,3,1
nybrogatan 63,2662,,30100000, 28 oktober 2020,8,130303,ostermalm,231,7,
ulrikagatan 5,1645,3.0,7050000, 28 oktober 2020,8,160227,ostermalm,44,2,
linnégatan 51,1149,3.0,6350000, 28 oktober 2020,12,113393,ostermalm,56,2,3
floragatan 11,353,2.0,3525000, 28 oktober 2020,28,185526,ostermalm,19,1,6
riddargatan 38 a,1437,,5040000, 28 oktober 2020,±0,114545,ostermalm,44,2,
almlöfsgatan 3,2583,3.0,8800000, 28 oktober 2020,-7,115789,ostermalm,76,4,
linnégatan 65,4300,3.0,7100000, 27 oktober 2020,-5,100000,ostermalm,71,3,
rådmansgatan 19,1083,2.0,3200000, 27 oktober 2020,7,110345,ostermalm,29,1,
valhallavägen 52,1124,2.0,3950000, 27 oktober 2020,±0,91860,ostermalm,43,2,
rådmansgatan 25 a,2971,3.0,16000000, 27 oktober 2020,15,144144,ostermalm,111,4,5
eriksbergsgatan 12,3233,3.0,11600000, 27 oktober 2020,±0,111538,ostermalm,104,3,2
karlaplan 18,5500,3.0,24750000, 27 oktober 2020,-1,113014,ostermalm,219,6,
taptogatan 4,2000,,2500000, 27 oktober 2020,6,52083,ostermalm,48,1,
grev magnigatan 17c ö.g.,1897,1.0,7500000, 26 oktober 2020,1,120968,ostermalm,62,2,
valhallavägen 69,3590,2.0,4950000, 26 oktober 2020,5,64286,ostermalm,77,2,
karlaplan 21 c,1565,2.0,4000000, 24 oktober 2020,8,105263,ostermalm,38,2,6
valhallavägen 146 b,3049,3.0,7795000, 23 oktober 2020,±0,98671,ostermalm,79,3,5
grev turegatan 64,2005,2.0,3500000, 23 oktober 2020,13,120690,ostermalm,29,1,3
banérgatan 44,0,3.0,5695000, 23 oktober 2020,±0,113900,ostermalm,50,2,
sibyllegatan 42,1900,2.0,3725000, 22 oktober 2020,24,120161,ostermalm,31,1,
gyllenstiernsgatan 19,954,2.0,2500000, 22 oktober 2020,16,131579,ostermalm,19,1,4
riddargatan 39,4261,3.0,18300000, 22 oktober 2020,14,123649,ostermalm,148,5,
grevgatan 48,1530,2.0,4400000, 22 oktober 2020,11,122222,ostermalm,36,2,
nybrogatan 68,1749,2.0,7050000, 22 oktober 2020,18,128182,ostermalm,55,2,
storgatan 32,1651,2.0,3175000, 22 oktober 2020,19,127000,ostermalm,25,2,3
östermalmsgatan 68e,3090,1.0,9000000, 22 oktober 2020,20,121622,ostermalm,74,3,
tyskbagargatan 9,1929,2.0,4750000, 22 oktober 2020,±0,115854,ostermalm,41,2,2
karlavägen 9,3586,3.0,16750000, 22 oktober 2020,5,122263,ostermalm,137,4,
jungfrugatan 41 a,2057,,6000000, 22 oktober 2020,±0,93750,ostermalm,64,2,
riddargatan 45,6278,3.0,24600000, 22 oktober 2020,7,136667,ostermalm,180,6,
danderydsgatan 28a,2349,,7300000, 22 oktober 2020,8,125862,ostermalm,58,2,1
brahegatan 29,5927,3.0,11100000, 22 oktober 2020,17,106731,ostermalm,104,3,
storgatan 32,2508,2.0,4800000, 21 oktober 2020,±0,126316,ostermalm,38,2,
skeppargatan 3,3907,3.0,23200000, 21 oktober 2020,17,135673,ostermalm,171,5,
värtavägen 4,5630,,15000000, 21 oktober 2020,3,130435,ostermalm,115,4,
nybrogatan 73,3212,3.0,20400000, 21 oktober 2020,14,131613,ostermalm,155,4,
wittstocksgatan 19,1592,,4600000, 21 oktober 2020,10,97872,ostermalm,47,2,
nybergsgatan 11,2334,,5465000, 21 oktober 2020,5,109300,ostermalm,50,2,
odengatan 18,1614,1.0,7850000, 20 oktober 2020,21,122656,ostermalm,64,3,2
grevgatan 53,1236,3.0,8700000, 20 oktober 2020,9,122535,ostermalm,71,3,
nybrogatan 68,1300,2.0,5600000, 20 oktober 2020,12,127273,ostermalm,44,2,
eriksbergsgatan 26,5119,3.0,14700000, 20 oktober 2020,-1,117600,ostermalm,125,3,
engelbrektsgatan 16,4038,,9000000, 20 oktober 2020,1,113924,ostermalm,79,2,
sibyllegatan 83,2185,1.0,8100000, 19 oktober 2020,8,112500,ostermalm,72,2,
floragatan 17a,2125,3.0,7600000, 19 oktober 2020,28,135714,ostermalm,56,2,
grev magnigatan 8,3464,2.0,12500000, 19 oktober 2020,-2,132979,ostermalm,94,3,2
birger jarlsgatan 106 a,1357,2.0,5200000, 17 oktober 2020,24,115556,ostermalm,45,2,4
banérgatan 41,1560,3.0,4950000, 17 oktober 2020,10,120732,ostermalm,41,2,
sibyllegatan 33,1749,2.0,5600000, 17 oktober 2020,2,121739,ostermalm,46,2,
surbrunnsgatan 17,2312,3.0,11825000, 17 oktober 2020,18,123177,ostermalm,96,4,
artillerigatan 26,2736,1.0,8300000, 16 oktober 2020,4,123881,ostermalm,67,3,
riddargatan 21,2747,3.0,7800000, 16 oktober 2020,1,113043,ostermalm,69,2,
linnégatan 60,4274,3.0,11100000, 15 oktober 2020,24,144156,ostermalm,77,3,2
eriksbergsgatan 26 bv,2527,2.0,4700000, 15 oktober 2020,-6,87037,ostermalm,54,2,
grevgatan 12,2460,3.0,7500000, 15 oktober 2020,9,111940,ostermalm,67,3,
sibyllegatan 43,897,3.0,18250000, 15 oktober 2020,-1,127622,ostermalm,143,5,
storgatan 30 a,1220,,3700000, 15 oktober 2020,24,115625,ostermalm,32,1,
artillerigatan 56,850,3.0,11000000, 15 oktober 2020,11,123596,ostermalm,89,3,
östermalmsgatan 67b,2165,,6370000, 15 oktober 2020,7,109828,ostermalm,58,2,
riddargatan 60,2265,3.0,9450000, 14 oktober 2020,18,136957,ostermalm,69,3,1
gumshornsgatan 7,1936,3.0,4250000, 14 oktober 2020,22,132813,ostermalm,32,2,
lill-jans plan 3a,2440,3.0,7150000, 14 oktober 2020,3,108333,ostermalm,66,2,
karlavägen 86,1957,2.0,9000000, 14 oktober 2020,1,120000,ostermalm,75,3,
breitenfeldsgatan 5,1443,1.0,4830000, 14 oktober 2020,22,130541,ostermalm,37,2,3
kommendörsgatan 8h,6265,3.0,17000000, 14 oktober 2020,-3,134921,ostermalm,126,4,
brahegatan 50,2962,2.0,6550000, 13 oktober 2020,9,111017,ostermalm,59,2,
birger jarlsgatan 104 k,2938,,3750000, 13 oktober 2020,1,83333,ostermalm,45,2,2
brahegatan 33,4757,3.0,14000000, 13 oktober 2020,±0,129630,ostermalm,108,3,2
birger jarlsgatan 100,3865,3.0,9600000, 13 oktober 2020,20,115663,ostermalm,83,3,2
nybrogatan 38b,2230,,6200000, 13 oktober 2020,8,112727,ostermalm,55,2,
valhallavägen 158,1730,2.0,4600000, 13 oktober 2020,15,112195,ostermalm,41,2,2
iversonsgatan 2,4315,3.0,23000000, 13 oktober 2020,5,136905,ostermalm,168,5,
oxenstiernsgatan 33,577,2.0,4075000, 13 oktober 2020,9,83163,ostermalm,49,1,4
narvavägen 5,4389,3.0,22500000, 13 oktober 2020,±0,138037,ostermalm,163,5,
valhallavägen 67,2370,3.0,4100000, 12 oktober 2020,8,83673,ostermalm,49,2,2
valhallavägen 92,2667,4.0,12900000, 12 oktober 2020,±0,94853,ostermalm,136,4,
karlaplan 17a,3130,3.0,7400000, 9 oktober 2020,6,92500,ostermalm,80,3,
riddargatan 25,1840,,6600000, 9 oktober 2020,10,126923,ostermalm,52,2,
danderydsgatan 30a,4408,3.0,13000000, 9 oktober 2020,±0,119266,ostermalm,109,4,
sibyllegatan 40,2202,2.0,6525000, 9 oktober 2020,13,120833,ostermalm,54,2,
nybergsgatan 8. fast pris!,1740,2.0,3600000, 9 oktober 2020,-3,105882,ostermalm,34,2,
rådmansgatan 8,2280,2.0,5150000, 8 oktober 2020,23,111957,ostermalm,46,2,
östermalmsgatan 21,3109,1.0,12000000, 8 oktober 2020,-11,122449,ostermalm,98,3,
jungfrugatan 33,2364,,5550000, 7 oktober 2020,16,115625,ostermalm,48,2,3
grev turegatan 52a,3958,3.0,13000000, 7 oktober 2020,18,146067,ostermalm,89,3,2
karlavägen 20b,1345,3.0,13100000, 7 oktober 2020,3,113913,ostermalm,115,3,3
riddargatan 45,4208,1.0,13000000, 7 oktober 2020,4,111111,ostermalm,117,4,
sibyllegatan 51,3101,3.0,8450000, 7 oktober 2020,6,126119,ostermalm,67,3,
valhallavägen 50,3429,3.0,13500000, 6 oktober 2020,±0,97826,ostermalm,138,4,
frejgatan 4,2953,3.0,6800000, 6 oktober 2020,20,104615,ostermalm,65,2,2
skeppargatan 39a,6417,1.0,17000000, 6 oktober 2020,7,114094,ostermalm,149,7,2
riddargatan 76,3757,2.0,7475000, 6 oktober 2020,7,105282,ostermalm,71,3,
rådmansgatan 3,3717,3.0,14000000, 6 oktober 2020,4,134615,ostermalm,104,4,
linnégatan 19,5541,3.0,14400000, 6 oktober 2020,11,120000,ostermalm,120,4,5
styrmansgatan 51 a,1493,2.0,3000000, 6 oktober 2020,4,111111,ostermalm,27,1,
lill-jans plan 6 ö.g,4007,3.0,12100000, 6 oktober 2020,17,137500,ostermalm,88,3,
grevgatan 47,1405,3.0,6900000, 6 oktober 2020,16,140816,ostermalm,49,2,
surbrunnsgatan 9,1884,2.0,4450000, 5 oktober 2020,11,108537,ostermalm,41,2,
valhallavägen 158,1232,2.0,3100000, 5 oktober 2020,±0,106897,ostermalm,29,1,
banérgatan 31 a,1017,,2850000, 5 oktober 2020,19,123913,ostermalm,23,1,
linnégatan 17,5910,,22000000, 5 oktober 2020,11,156028,ostermalm,141,4,
styrmansgatan 50,2559,2.0,13300000, 5 oktober 2020,6,141489,ostermalm,94,4,
frejgatan 3,5129,3.0,13900000, 3 oktober 2020,11,93289,ostermalm,149,5,3
grevgatan 26,5548,2.0,16300000, 2 oktober 2020,17,116429,ostermalm,140,4,
birger jarlsgatan 104h,2938,,4920000, 2 oktober 2020,25,111818,ostermalm,44,2,
karlavägen 61,1217,,5100000, 2 oktober 2020,3,98077,ostermalm,52,2,4
cardellgatan 4,4609,3.0,6225000, 2 oktober 2020,5,113182,ostermalm,55,2,
linnégatan 39b,2179,,4150000, 2 oktober 2020,5,96512,ostermalm,43,2,
grevgatan 24,3927,1.0,16700000, 2 oktober 2020,1,134677,ostermalm,124,5,
grev magnigatan 8,2055,3.0,6850000, 2 oktober 2020,15,134314,ostermalm,51,2,
grevgatan 23 2 tr,1724,1.0,3800000, 1 oktober 2020,27,135714,ostermalm,28,1,
sturegatan 44 c,3153,,8950000, 1 oktober 2020,-1,104070,ostermalm,86,3,
linnégatan 92,2527,,14550000, 1 oktober 2020,6,145500,ostermalm,100,3,
skeppargatan 28,1554,3.0,3400000, 1 oktober 2020,19,130769,ostermalm,26,1,2
sibyllegatan 11 a,3206,2.0,7500000, 1 oktober 2020,5,119048,ostermalm,63,2,
rådmansgatan 23,3363,2.0,13500000, 1 oktober 2020,5,104651,ostermalm,129,4,
kommendörsgatan 40,4516,3.0,12300000, 1 oktober 2020,20,148193,ostermalm,83,3,
styrmansgatan 53,2034,3.0,7250000, 1 oktober 2020,12,120833,ostermalm,60,2,
brahegatan 37,3299,3.0,6325000, 30 september 2020,3,112946,ostermalm,56,2,3
brahegatan 58,5921,3.0,15750000, 30 september 2020,9,135776,ostermalm,116,4,5
valhallavägen 69,2292,2.0,3600000, 30 september 2020,13,85714,ostermalm,42,2,
sibyllegatan 14,1739,1.0,7600000, 30 september 2020,4,118750,ostermalm,64,2,
skeppargatan 11,3847,3.0,9500000, 30 september 2020,15,128378,ostermalm,74,2,3
karlavägen 7,0,3.0,18100000, 30 september 2020,1,118301,ostermalm,153,5,
kommendörsgatan 33a,1258,2.0,3000000, 29 september 2020,11,130435,ostermalm,23,1,
eriksbergsgatan 36,2312,3.0,3900000, 29 september 2020,22,125806,ostermalm,31,1,
karlavägen 59d,2748,3.0,6495000, 29 september 2020,±0,106475,ostermalm,61,3,
riddargatan 28,2444,3.0,6700000, 29 september 2020,17,128846,ostermalm,52,2,2
värtavägen 16,4547,2.0,19800000, 28 september 2020,11,125316,ostermalm,158,5,
linnégatan 8,1145,3.0,5400000, 28 september 2020,10,122727,ostermalm,44,2,
lill-jans plan 8,2819,,14200000, 28 september 2020,11,126786,ostermalm,112,4,
surbrunnsgatan 8,3534,2.0,7600000, 28 september 2020,13,97436,ostermalm,78,3,
danderydsgatan 25,4028,3.0,6800000, 28 september 2020,17,106250,ostermalm,64,2,
östermalmsgatan 31,2874,2.0,7100000, 27 september 2020,13,110938,ostermalm,64,2,
nybrogatan 15,3277,2.0,10200000, 26 september 2020,15,152239,ostermalm,67,2,
narvavägen 27,5099,2.0,9000000, 25 september 2020,2,102273,ostermalm,88,3,
banérgatan 53,6491,3.0,23000000, 25 september 2020,±0,132948,ostermalm,173,5,
bältgatan 5,1250,,2800000, 25 september 2020,8,155556,ostermalm,18,1,
lützengatan 12,1380,2.0,4400000, 25 september 2020,11,110000,ostermalm,40,2,1
karlavägen 46,1724,,4800000, 25 september 2020,1,123077,ostermalm,39,1,
birger jarlsgatan 104d,2644,,3900000, 25 september 2020,30,111429,ostermalm,35,1,
grev magnigatan 10a,2142,2.0,5400000, 24 september 2020,,122727,ostermalm,44,2,
valhallavägen 22b,2456,2.0,4235000, 24 september 2020,6,92065,ostermalm,46,2,
breitenfeldsgatan 1,1785,2.0,5100000, 24 september 2020,2,102000,ostermalm,50,2,
nybrogatan 50,561,2.0,3450000, 24 september 2020,25,138000,ostermalm,25,1,5
grevgatan 53,587,2.0,4250000, 23 september 2020,12,125000,ostermalm,34,2,4
sturegatan 42,1917,1.0,6550000, 23 september 2020,11,125962,ostermalm,52,2,3
brahegatan 19,2106,2.0,6300000, 23 september 2020,6,112500,ostermalm,56,3,
nybrogatan 75 c,2576,3.0,8450000, 23 september 2020,9,120714,ostermalm,70,3,
grev magnigatan 10 a vån 3 av 3 ö.g.,2142,3.0,5920000, 22 september 2020,19,134545,ostermalm,44,2,
linnégatan 17,1758,3.0,4995000, 22 september 2020,±0,124875,ostermalm,40,2,1
styrmansgatan 55,1765,1.0,4810000, 22 september 2020,20,137429,ostermalm,35,1,1
valhallavägen 148 c,1044,,3000000, 22 september 2020,4,115385,ostermalm,26,1,
sibyllegatan 54,2578,2.0,6925000, 21 september 2020,±0,106538,ostermalm,65,3,
jungfrugatan 21,2590,1.0,7500000, 21 september 2020,9,125000,ostermalm,60,2,
sibyllegatan 40,3531,,10500000, 21 september 2020,2,122093,ostermalm,86,3,
grev turegatan 52 a,2802,3.0,7250000, 20 september 2020,7,115079,ostermalm,63,2,
linnégatan 67,2598,2.0,4500000, 19 september 2020,14,115385,ostermalm,39,2,
brahegatan 48,1070,2.0,3115000, 18 september 2020,8,111250,ostermalm,28,1,3
artillerigatan 57,4165,,14150000, 18 september 2020,13,147396,ostermalm,96,3,
sibyllegatan 83,1917,,5910000, 18 september 2020,-1,109444,ostermalm,54,2,
ingemarsgatan 1a,2104,3.0,5900000, 18 september 2020,-1,81944,ostermalm,72,3,3
brahegatan 44,2086,2.0,6000000, 17 september 2020,±0,150000,ostermalm,40,2,
grevgatan 47 a,595,1.0,3250000, 17 september 2020,12,154762,ostermalm,21,1,3
rådmansgatan 3,1885,3.0,6800000, 17 september 2020,18,123636,ostermalm,55,2,3
riddargatan 51,2418,,6800000, 17 september 2020,13,111475,ostermalm,61,3,
brahegatan 48,2848,3.0,10600000, 17 september 2020,15,139474,ostermalm,76,3,
valhallavägen 82,4592,3.0,13750000, 17 september 2020,10,114583,ostermalm,120,3,
surbrunnsgatan 4,3009,2.0,7250000, 17 september 2020,12,92949,ostermalm,78,3,3
karlaplan 15a,3193,3.0,10000000, 16 september 2020,43,126582,ostermalm,79,3,4
styrmansgatan 14,1549,3.0,5800000, 16 september 2020,17,123404,ostermalm,47,2,2
grev turegatan 69,4159,,11150000, 16 september 2020,17,122527,ostermalm,91,3,
sturegatan 12,1900,3.0,40000000, 16 september 2020,21,176991,ostermalm,226,7,
wittstocksgatan 10,617,2.0,2900000, 15 september 2020,16,131818,ostermalm,22,1,
birger jarlsgatan 104a,3585,2.0,4700000, 15 september 2020,5,97917,ostermalm,48,2,
frejgatan 6,4253,3.0,8850000, 15 september 2020,6,99438,ostermalm,89,4,1
rådmansgatan 9,3859,3.0,15400000, 15 september 2020,6,113235,ostermalm,136,5,4
gumshornsgatan 11,1503,2.0,2975000, 15 september 2020,3,119000,ostermalm,25,1,
valhallavägen 152d,2858,,5400000, 15 september 2020,9,84375,ostermalm,64,3,
skeppargatan 80,6982,3.0,18000000, 15 september 2020,1,119205,ostermalm,151,5,
valhallavägen 22 a,2792,2.0,4020000, 14 september 2020,3,80400,ostermalm,50,2,
östermalmsgatan 75,7540,3.0,17600000, 14 september 2020,7,121379,ostermalm,145,5,
grev turegatan 59 a,4002,3.0,12250000, 14 september 2020,12,144118,ostermalm,85,3,3
styrmansgatan 35,2117,,4800000, 14 september 2020,7,120000,ostermalm,40,2,
styrmansgatan 50,1660,2.0,7200000, 14 september 2020,4,114286,ostermalm,63,2,
linnégatan 100,2504,,6000000, 14 september 2020,±0,100000,ostermalm,60,3,
grev turegatan 59 a,3201,2.0,5995000, 13 september 2020,±0,82123,ostermalm,73,2,
riddargatan 78,3937,2.0,13000000, 13 september 2020,19,136842,ostermalm,95,3,
tysta gatan 5,8439,3.0,37000000, 12 september 2020,-5,191710,ostermalm,193,5,
artillerigatan 56,425,2.0,5300000, 11 september 2020,±0,117778,ostermalm,45,2,
narvavägen 27,6674,3.0,15300000, 11 september 2020,15,171910,ostermalm,89,3,3
birger jarlsgatan 104f,2116,2.0,3100000, 11 september 2020,19,103333,ostermalm,30,1,4
östermalmsgatan 94,4997,2.0,16650000, 11 september 2020,5,103416,ostermalm,161,5,
kommendörsgatan 27,6165,,16500000, 11 september 2020,5,112245,ostermalm,147,5,
villagatan 10,1893,,5500000, 11 september 2020,10,112245,ostermalm,49,2,
nybrogatan 73,1756,3.0,12500000, 11 september 2020,5,142045,ostermalm,88,3,
sturegatan 19,1957,3.0,8100000, 11 september 2020,8,110959,ostermalm,73,3,2
birger jarlsgatan 104 g,2938,1.0,4850000, 11 september 2020,25,112791,ostermalm,43,2,
lill-jans plan 1,8857,2.0,19000000, 11 september 2020,-5,81897,ostermalm,232,7,
östermalmsgatan 62,3177,3.0,11150000, 10 september 2020,12,128161,ostermalm,87,2,
grev turegatan 53,3134,2.0,11400000, 10 september 2020,15,135714,ostermalm,84,3,2
frejgatan 4,2813,3.0,6025000, 10 september 2020,15,98770,ostermalm,61,2,
surbrunnsgatan 5,2508,2.0,6600000, 10 september 2020,10,92958,ostermalm,71,3,4
karlavägen 7,0,3.0,19750000, 10 september 2020,-1,125796,ostermalm,157,5,
nybrogatan 15,7678,3.0,31400000, 10 september 2020,±0,207947,ostermalm,151,4,
riddargatan 39,5801,3.0,24350000, 10 september 2020,1,124235,ostermalm,196,7,
engelbrektsgatan 19,1571,3.0,7900000, 10 september 2020,±0,103947,ostermalm,76,3,
riddargatan 42 a,1594,4.0,5250000, 9 september 2020,5,105000,ostermalm,50,2,
birger jarlsgatan 110,987,3.0,4195000, 9 september 2020,20,119857,ostermalm,35,2,3
riddargatan 45,1814,,6750000, 9 september 2020,13,150000,ostermalm,45,2,4
torstenssonsgatan 10a,2473,,9375000, 9 september 2020,5,132042,ostermalm,71,3,
styrmansgatan 18,2083,3.0,8050000, 9 september 2020,15,121970,ostermalm,66,3,
sibyllegatan 42,1680,2.0,3800000, 8 september 2020,±0,122581,ostermalm,31,2,
östermalmstorg 5,3054,2.0,8700000, 8 september 2020,3,120833,ostermalm,72,2,4
